split_regime,pool,task,task_type,candidate_count,transformation,n_outer_units,n_matrix_columns,entropy_rank,participation_rank,median_correlation,ledoit_wolf_shrinkage_alpha,eigenvalue_probability_json,relative_entropy_rank
similarity_cluster,Homogeneous Morgan,clintox,classification,32,registry_median_relative,15,32,11.613879815588469,5.025315208169849,0.38489253006011787,0.2968601175809198,"[0.009576132825190866, 0.009576132825190941, 0.009576132825190943, 0.009576132825190951, 0.009576132825190955, 0.009576132825190958, 0.00957613282519096, 0.009576132825190962, 0.009576132825190965, 0.009576132825190967, 0.009576132825190969, 0.009576132825190974, 0.009576132825190974, 0.009576132825190977, 0.009576132825190983, 0.009576132825190983, 0.00957613282519099, 0.0113509769973835, 0.011427525731813257, 0.013302577635582988, 0.015222525054959003, 0.017757912595386366, 0.020342956342866134, 0.023174635581967022, 0.02342935688817258, 0.028545571655749103, 0.03725885239251592, 0.044573434571814896, 0.07089451405661078, 0.1009445095520539, 0.41898039291487826]",0.36293374423713964
similarity_cluster,Homogeneous Morgan,clintox,classification,32,within_unit_rank,15,32,26.375230033984508,21.0314079718673,-0.020840327906325565,0.6067272537885441,"[0.01896022668089197, 0.018960226680891975, 0.01896022668089198, 0.018960226680891985, 0.018960226680891985, 0.018960226680891992, 0.018960226680892, 0.018960226680892, 0.018960226680892, 0.018960226680892003, 0.018960226680892006, 0.01896022668089201, 0.01896022668089201, 0.018960226680892013, 0.018960226680892013, 0.01896022668089202, 0.018960226680892023, 0.01896022668089203, 0.021084907481529518, 0.022781380058093898, 0.024608965594115184, 0.026828994758121873, 0.028411511990647894, 0.029126794505565864, 0.033390799930319126, 0.044316774171834626, 0.046556608109608606, 0.0513447929845765, 0.06302012385538892, 0.06471210772612873, 0.08422190729202142, 0.11831025128599175]",0.8242259385620159
similarity_cluster,Homogeneous Morgan,esol,regression,4,raw,15,4,3.410717897767555,2.990365802557231,0.32010340700114304,0.37393875553395567,"[0.10825495700407099, 0.15128785540742212, 0.256955308659147, 0.48350187892936]",0.8526794744418887
similarity_cluster,Homogeneous Morgan,esol,regression,4,row_centred,15,4,3.50304808926636,3.119764573032414,-0.10047491145028765,0.5312970481952849,"[0.13282426204882122, 0.14305449839163237, 0.2614267574368505, 0.46269448212269587]",0.87576202231659
similarity_cluster,Homogeneous Morgan,esol,regression,4,shared_morgan_linear_relative,15,4,2.337742600717629,1.948996328337498,0.5217425966007434,0.4526073062808206,"[0.15255434468601206, 0.1680573217915043, 0.6793883335224837]",0.5844356501794072
similarity_cluster,Homogeneous Morgan,esol,regression,4,fixed_morgan_rf_relative,15,4,2.965158891400313,2.4120839459645937,0.47319341972705226,0.2607052957250599,"[0.07564834717627537, 0.11002650694060431, 0.22662442861929397, 0.5877007172638264]",0.7412897228500782
similarity_cluster,Homogeneous Morgan,esol,regression,4,registry_median_relative,15,4,2.5875680148689253,2.303741625815949,-0.2511724000487009,0.4061579937528307,"[0.14828649483413295, 0.26872683212990645, 0.5829866730359606]",0.6468920037172313
similarity_cluster,Homogeneous Morgan,esol,regression,4,within_unit_rank,15,4,1.0,1.0,1.0,,[1.0],0.25
similarity_cluster,Homogeneous Morgan,esol,regression,8,raw,15,8,6.167547161741162,5.003535251938403,0.16420248010644745,0.41988457029185927,"[0.052701172836955155, 0.05413417165224896, 0.05811005478430322, 0.0663295348144042, 0.0768219915670014, 0.11307822597816825, 0.2802752501375328, 0.298549598229386]",0.7709433952176452
similarity_cluster,Homogeneous Morgan,esol,regression,8,row_centred,15,8,4.377219158500003,3.118312761972319,-0.08474682317859149,0.2408269567607317,"[0.030103369595091453, 0.030609257708147763, 0.03216935729119945, 0.03821025018541011, 0.04718824586775564, 0.06897571921632034, 0.2622399223484464, 0.49050387778762894]",0.5471523948125003
similarity_cluster,Homogeneous Morgan,esol,regression,8,shared_morgan_linear_relative,15,8,2.807676963689569,1.7838060511307623,0.6976193311977283,0.2693368978174654,"[0.03849648651370183, 0.03862303827044487, 0.039034503145524736, 0.03954814522216841, 0.043466357743242555, 0.05984066901248349, 0.740990800092434]",0.3509596204611961
similarity_cluster,Homogeneous Morgan,esol,regression,8,fixed_morgan_rf_relative,15,8,6.255107924610571,4.890086290884492,-0.01634014438741025,0.3742009759165301,"[0.046883076522585596, 0.05132194928605395, 0.0685351948345596, 0.0882820955946588, 0.11229426674455706, 0.11969863690633906, 0.13678828843760704, 0.3761964916736389]",0.7818884905763214
similarity_cluster,Homogeneous Morgan,esol,regression,8,registry_median_relative,15,8,4.753193164256163,3.6521886996105173,-0.08116853984888882,0.3010440571261547,"[0.043366405586544955, 0.04671733579143544, 0.05175371720002553, 0.06622995324944476, 0.10267375320966646, 0.2591904442114537, 0.4300683907514293]",0.5941491455320204
similarity_cluster,Homogeneous Morgan,esol,regression,8,within_unit_rank,15,8,2.839110658716828,2.698494605361394,-0.2214782537464233,0.638327526132404,"[0.2127758420441347, 0.3057414624441141, 0.48148269551175127]",0.3548888323396035
similarity_cluster,Homogeneous Morgan,esol,regression,16,raw,15,16,7.670968613050005,4.379865392149266,0.3551181077369412,0.31620487452316814,"[0.01976280465769801, 0.019762804657698023, 0.019784265128002847, 0.019842247310204245, 0.019996864631913722, 0.02012576996078081, 0.020995857555655396, 0.021445181818612418, 0.022221122735308286, 0.023187516026210404, 0.02924180790010109, 0.037047932054214215, 0.05703044830742097, 0.06318786807431595, 0.17928747026497802, 0.4270800389168856]",0.4794355383156253
similarity_cluster,Homogeneous Morgan,esol,regression,16,row_centred,15,16,5.61362479881963,3.134187432530937,0.12174160734567713,0.17717427121222357,"[0.011073391950763976, 0.011073391950763985, 0.011091242006113432, 0.011133314143713224, 0.011227798716523974, 0.011812467310283402, 0.012919335519699239, 0.014220384123499028, 0.0155031249758515, 0.017258570941985928, 0.019150624300803862, 0.030871149416992226, 0.04659872258726501, 0.10184807875238856, 0.14185634923126142, 0.5323620540720911]",0.35085154992622686
similarity_cluster,Homogeneous Morgan,esol,regression,16,shared_morgan_linear_relative,15,16,2.8693904786785187,1.5854045243315786,0.7868809827056846,0.19958864972519255,"[0.013305909981679482, 0.013306320302521211, 0.013307559565589665, 0.013312569267740049, 0.013329156082326703, 0.013344167085890958, 0.013378153340551749, 0.013404230355117416, 0.013483498958566237, 0.013586003919689402, 0.013972251261137516, 0.01563480718826242, 0.016297534783791635, 0.028211922948801052, 0.7921259149583344]",0.17933690491740742
similarity_cluster,Homogeneous Morgan,esol,regression,16,fixed_morgan_rf_relative,15,16,11.9472528505159,8.865956817533823,0.06396836116360066,0.42388527827445094,"[0.026492829892153156, 0.026492829892153194, 0.026519438260643798, 0.026749347623720162, 0.02774850820290443, 0.029226065258164333, 0.0305554736197376, 0.0345831128756178, 0.04390433518725214, 0.04961580519044974, 0.05702067209594444, 0.06726122849684416, 0.08174166525424469, 0.09792594762782662, 0.12471211799403385, 0.24945062252830988]",0.7467033031572438
similarity_cluster,Homogeneous Morgan,esol,regression,16,registry_median_relative,15,16,10.609124116876007,7.66528016222793,0.13700487249404944,0.38807410493132594,"[0.025871606995421747, 0.025886762138612233, 0.025905337770044758, 0.026210027290568653, 0.027330929345841276, 0.0288868647102648, 0.030743881576266906, 0.03697510395832019, 0.046374916743222236, 0.0508709748179037, 0.06436468309082355, 0.08627045492716089, 0.10500073734908175, 0.1440468682248701, 0.27526085106159714]",0.6630702573047504
similarity_cluster,Homogeneous Morgan,esol,regression,16,within_unit_rank,15,16,11.794351462305983,10.638968051507417,-0.03687888459896249,0.6481978627651803,"[0.04986137405885996, 0.04986137405886002, 0.04986137405886003, 0.04986137405886005, 0.052977967601396746, 0.05387159658997613, 0.058847442598405235, 0.06488956670076075, 0.06888986966627386, 0.08573092788074808, 0.12235780802468683, 0.12807525243732257, 0.16491407226498964]",0.7371469663941239
similarity_cluster,Homogeneous Morgan,esol,regression,32,raw,15,32,8.989055506898397,3.711387729807513,0.509043598414048,0.2796626258153213,"[0.008739457056728763, 0.008739457056728772, 0.008739457056728775, 0.008739457056728775, 0.008739457056728779, 0.008739457056728782, 0.008739457056728786, 0.008739457056728787, 0.00873945705672879, 0.008739457056728793, 0.008739457056728794, 0.008739457056728798, 0.008739457056728805, 0.008739457056728807, 0.008739457056728807, 0.00873945705672881, 0.008739457056728812, 0.008739457056728841, 0.009125397908789976, 0.009673917488344484, 0.010145406485861859, 0.010637170256023168, 0.01102088611363608, 0.011698187774682, 0.014152838121546609, 0.01596274537922114, 0.021449543353772207, 0.023538949214491796, 0.03224839758956356, 0.048615496953038136, 0.1283741441363802, 0.4960466922035306]",0.2809079845905749
similarity_cluster,Homogeneous Morgan,esol,regression,32,row_centred,15,32,11.159660448931945,5.51447169358781,0.021722653904719794,0.23230469713597657,"[0.007259521785499245, 0.007259521785499248, 0.007259521785499251, 0.0072595217854992565, 0.007259521785499259, 0.007259521785499261, 0.007259521785499264, 0.007259521785499267, 0.0072595217854992695, 0.007259521785499271, 0.007259521785499271, 0.007259521785499274, 0.0072595217854992755, 0.007259521785499278, 0.007259521785499278, 0.007259521785499287, 0.007259521785499293, 0.00725952178549931, 0.008546552925857064, 0.010747368225321817, 0.012034140434609986, 0.012596741053820923, 0.01319680534150077, 0.01757828383642624, 0.019543119035505253, 0.022883747361440353, 0.03570870011784814, 0.04215852150194524, 0.05844042170109009, 0.07002962062930744, 0.17765462617721708, 0.36820995951912283]",0.34873938902912327
similarity_cluster,Homogeneous Morgan,esol,regression,32,shared_morgan_linear_relative,15,32,3.1279114277931743,1.5309634869111315,0.8075760476397318,0.1830618181497189,"[0.005905219940313427, 0.00590521994031349, 0.005905219940313494, 0.005905219940313499, 0.005905219940313502, 0.005905219940313504, 0.0059052199403135065, 0.0059052199403135126, 0.005905219940313516, 0.005905219940313518, 0.0059052199403135195, 0.005905219940313525, 0.005905219940313531, 0.005905219940313531, 0.005905219940313536, 0.005905219940313545, 0.0059052199403135455, 0.005926190384257806, 0.005955062570568376, 0.00597083417997856, 0.005991007566866495, 0.006028038079273301, 0.006068531055036728, 0.00612308073747401, 0.006249670004018396, 0.006448547223192276, 0.006618206310817064, 0.007400089015742781, 0.008851053018158481, 0.01459802127110794, 0.807382929598178]",0.0977472321185367
similarity_cluster,Homogeneous Morgan,esol,regression,32,fixed_morgan_rf_relative,15,32,12.860181757543009,6.419745770416701,0.20965539667794242,0.2585990622733948,"[0.008081220696043523, 0.00808122069604357, 0.008081220696043574, 0.008081220696043575, 0.008081220696043579, 0.008081220696043584, 0.008081220696043584, 0.008081220696043591, 0.008081220696043591, 0.008081220696043593, 0.008081220696043593, 0.008081220696043596, 0.008081220696043596, 0.008081220696043598, 0.008081220696043605, 0.008081220696043605, 0.008081220696043608, 0.008081220696043613, 0.009599705374534081, 0.010833040361085306, 0.012881267958497773, 0.016469452738050182, 0.02166224887769152, 0.023888803555596333, 0.025454433790592895, 0.029708019712203552, 0.03924996709863675, 0.04267348275049167, 0.05576472373178012, 0.07003633002613051, 0.15641036374640943, 0.3399061877495153]",0.401880679923219
similarity_cluster,Homogeneous Morgan,esol,regression,32,registry_median_relative,15,32,9.185290085919902,4.381274795074258,0.4089005393048423,0.19717623158898692,"[0.006360523599644701, 0.006360523599644719, 0.006360523599644721, 0.006360523599644724, 0.006360523599644724, 0.00636052359964473, 0.0063605235996447304, 0.006360523599644735, 0.006360523599644739, 0.006360523599644741, 0.006360523599644744, 0.006360523599644748, 0.0063605235996447495, 0.006360523599644753, 0.006360523599644757, 0.0063605235996447625, 0.006360523599644768, 0.007863392763117176, 0.008995807372170813, 0.0100142629828723, 0.011584921857572072, 0.012991851813643122, 0.014709573259948506, 0.01654841721823617, 0.024101041121096574, 0.03303333902904283, 0.03476686546907848, 0.044388317516557196, 0.06941050170688594, 0.16988407542502398, 0.4335787312707942]",0.28704031518499695
similarity_cluster,Homogeneous Morgan,esol,regression,32,within_unit_rank,15,32,23.967437160701742,18.4483781322172,-0.02511410423191392,0.5752819592103121,"[0.01917606530701037, 0.01917606530701037, 0.019176065307010378, 0.01917606530701039, 0.01917606530701039, 0.019176065307010392, 0.019176065307010395, 0.0191760653070104, 0.019176065307010402, 0.019176065307010406, 0.019176065307010406, 0.019176065307010413, 0.019176065307010413, 0.019176065307010423, 0.019176065307010423, 0.019176065307010434, 0.021047845259277463, 0.02126333099009817, 0.023542993204719344, 0.026796657244291915, 0.028733470704457562, 0.030795077412499074, 0.03447649449362549, 0.044811129892537896, 0.04949740317233712, 0.051051240598173196, 0.0615116979668983, 0.07023014973929219, 0.09133040066368833, 0.1380950637459374]",0.7489824112719294
similarity_cluster,Modern-augmented,bace,classification,4,raw,15,4,3.772429684634704,3.583086511922476,0.09882256698358256,0.5362248058193511,"[0.14921207470330314, 0.19138379957255564, 0.2923517702637679, 0.3670523554603734]",0.943107421158676
similarity_cluster,Modern-augmented,bace,classification,4,row_centred,15,4,3.7377800276907553,3.503770009594075,-0.10385099124753702,0.640135641318192,"[0.160033910329548, 0.17657212736272154, 0.2662274548827566, 0.3971665074249738]",0.9344450069226888
similarity_cluster,Modern-augmented,bace,classification,4,shared_morgan_linear_relative,15,4,2.7377811989620326,2.552082829909511,-0.04928716886501833,0.4396294955857119,"[0.16435448295808364, 0.3292995953289404, 0.5063459217129761]",0.6844452997405082
similarity_cluster,Modern-augmented,bace,classification,4,fixed_morgan_rf_relative,15,4,3.995455654695011,3.9909279526347885,0.016252206032801593,0.9226054895505041,"[0.23574392429081945, 0.2411186349981208, 0.2585267692771785, 0.2646106714338813]",0.9988639136737527
similarity_cluster,Modern-augmented,bace,classification,4,registry_median_relative,15,4,2.6985300449807617,2.445174172867522,0.3397645802176037,0.6264350113487762,"[0.2113009046544919, 0.23110491872853556, 0.5575941766169724]",0.6746325112451904
similarity_cluster,Modern-augmented,bace,classification,4,within_unit_rank,15,4,2.6166903371082615,2.1264276842254675,-0.40201579515675157,0.16804034928056402,"[0.042010087320141, 0.07258966540105653, 0.25392595127666845, 0.6314742960021341]",0.6541725842770654
similarity_cluster,Modern-augmented,bace,classification,8,raw,15,8,5.913882926391591,4.763906849797212,0.08801353432138379,0.31172149836186835,"[0.03955343773276188, 0.04066968351974565, 0.04812108551578568, 0.0713052010347624, 0.0827291355834388, 0.12547047085185983, 0.2697616849996878, 0.32238930076195793]",0.7392353657989489
similarity_cluster,Modern-augmented,bace,classification,8,row_centred,15,8,5.54548949817381,4.256685014771516,-0.12649031099985458,0.3121015200736722,"[0.03901269000920902, 0.041503664275079136, 0.0429265822201239, 0.049420007540627045, 0.07117610483995854, 0.16713380528530833, 0.1918548801479163, 0.39697226568177785]",0.6931861872717262
similarity_cluster,Modern-augmented,bace,classification,8,shared_morgan_linear_relative,15,8,3.7742855852690176,2.625163293782611,0.49339960510633313,0.15918695147046874,"[0.02390471301668742, 0.02605982484819186, 0.03471191160926817, 0.05719350805496151, 0.12470884741453148, 0.15375931294246226, 0.5796618821138974]",0.4717856981586272
similarity_cluster,Modern-augmented,bace,classification,8,fixed_morgan_rf_relative,15,8,7.012707476292316,6.230405410178181,0.10430258151790162,0.5033014460372872,"[0.06376943501534015, 0.0650888868412335, 0.06882108935292928, 0.08935553342148361, 0.10966314116319476, 0.14299781798415456, 0.20707575731461947, 0.2532283389070448]",0.8765884345365395
similarity_cluster,Modern-augmented,bace,classification,8,registry_median_relative,15,8,4.2542076452914275,3.0173346958970493,0.4499247037716793,0.19626654675514774,"[0.029223996038777417, 0.030821163883445128, 0.04633364554963574, 0.09540450408878075, 0.11239449678697162, 0.15508545209736174, 0.5307367415550275]",0.5317759556614284
similarity_cluster,Modern-augmented,bace,classification,8,within_unit_rank,15,8,5.642256414383238,4.183438445995992,-0.20831801590446236,0.28571259490088846,"[0.035714074362611016, 0.04071505054608776, 0.05043659372055381, 0.07773278057295063, 0.09116559924464514, 0.12424639292770534, 0.15662285847194818, 0.423366650153498]",0.7052820517979047
similarity_cluster,Modern-augmented,bace,classification,16,raw,15,16,7.8541752559916524,5.0765965736099385,0.22628083752267925,0.24141841405783704,"[0.015088650878614796, 0.015088650878614811, 0.01512282689145006, 0.015340656007559211, 0.015432584214632387, 0.016652995140892714, 0.017308384634481203, 0.017653627565755614, 0.01841851007097346, 0.024083211942392102, 0.03679157311927941, 0.044396111954820294, 0.05895161458785191, 0.09591069218034426, 0.2673602087199025, 0.3263997012124353]",0.4908859534994783
similarity_cluster,Modern-augmented,bace,classification,16,row_centred,15,16,7.872264472577034,4.986247942923607,0.006810077557150485,0.24158619790768682,"[0.015099137369230423, 0.015099137369230473, 0.015143791521976051, 0.015371331320904173, 0.015498689813908735, 0.015609422247707849, 0.01640131683602625, 0.01861636495806412, 0.020018698476574507, 0.02238353787996881, 0.033319258632343605, 0.04636893140619171, 0.080374043827366, 0.0922616300081454, 0.21142593263559706, 0.36700877569676493]",0.4920165295360646
similarity_cluster,Modern-augmented,bace,classification,16,shared_morgan_linear_relative,15,16,4.525326132327952,2.6593705623753867,0.5495227224242588,0.12108505559076457,"[0.008072337039384316, 0.008095893316693414, 0.008187131208185244, 0.008245229885289777, 0.008398424612769346, 0.008917073429172119, 0.009157099589829916, 0.009547454501326057, 0.014808207566800943, 0.01782180954749438, 0.021023355363255232, 0.05411325242469028, 0.07766053065911759, 0.16407728524093668, 0.5818749156150548]",0.282832883270497
similarity_cluster,Modern-augmented,bace,classification,16,fixed_morgan_rf_relative,15,16,8.976092516694745,6.081198417028454,0.07984343083414554,0.33155107041809984,"[0.022103404694539995, 0.022138096857471982, 0.02232266947380433, 0.022436366113770992, 0.022503934240359444, 0.02304955255076348, 0.025310784426635872, 0.026481933683726706, 0.028520331888748574, 0.03724088180942064, 0.051341926882383614, 0.05863327416183744, 0.15300763613606247, 0.16887698174900742, 0.3160322253314671]",0.5610057822934216
similarity_cluster,Modern-augmented,bace,classification,16,registry_median_relative,15,16,8.446608786548104,5.643535355588044,0.19606794845794862,0.2653526486597581,"[0.01769017657731721, 0.017723788364093798, 0.017899308875565328, 0.017986359987197224, 0.01901764250464546, 0.019284295001962142, 0.020946506590965183, 0.0233576852507088, 0.03511278825521035, 0.03594545983847677, 0.05126660083380457, 0.0766344454152556, 0.1308205857655076, 0.1782364003705631, 0.3380779563687269]",0.5279130491592565
similarity_cluster,Modern-augmented,bace,classification,16,within_unit_rank,15,16,7.835379541018568,4.927964584108664,-0.09234595909455354,0.2295095638797957,"[0.014344347742487227, 0.014344347742487239, 0.01434830302087949, 0.014422103488541296, 0.014653876386799608, 0.015776596248050383, 0.01762013110684115, 0.02176154305986054, 0.02232048266083346, 0.026694079773004725, 0.03157799785467442, 0.049565261153535704, 0.05528757470597212, 0.10525927208281712, 0.21140813406230985, 0.3706159489109056]",0.4897112213136605
similarity_cluster,Modern-augmented,bace,classification,32,raw,15,32,9.813844951031212,5.030734808299803,0.24830353542202854,0.20879716933212641,"[0.0065249115416289045, 0.006524911541628924, 0.006524911541628932, 0.00652491154162894, 0.006524911541628941, 0.0065249115416289435, 0.006524911541628946, 0.006524911541628946, 0.006524911541628948, 0.00652491154162895, 0.006524911541628952, 0.006524911541628954, 0.006524911541628957, 0.006524911541628959, 0.0065249115416289635, 0.006524911541628966, 0.006524911541628968, 0.006524911541628994, 0.0073149563943302, 0.008869930939822534, 0.009729117648740558, 0.011311790241388545, 0.012869185103384652, 0.01769726854487143, 0.01969805309134589, 0.02096829128941898, 0.02667417846769904, 0.028848341779349012, 0.03964308360283757, 0.0713968327923536, 0.2613920752456934, 0.3461384871094435]",0.3066826547197254
similarity_cluster,Modern-augmented,bace,classification,32,row_centred,15,32,12.039384156756235,6.213759374039963,-0.01775301000725845,0.24451597376672446,"[0.007641124180210108, 0.007641124180210121, 0.007641124180210123, 0.007641124180210126, 0.007641124180210129, 0.007641124180210129, 0.0076411241802101315, 0.007641124180210132, 0.007641124180210134, 0.007641124180210137, 0.00764112418021014, 0.007641124180210142, 0.007641124180210145, 0.00764112418021015, 0.007641124180210151, 0.007641124180210154, 0.007641124180210159, 0.007641124180210166, 0.00885210562858649, 0.009893078007587095, 0.011674061298340001, 0.012722389090549815, 0.019050913526542135, 0.020178490019452124, 0.02363158675186306, 0.030291329358893684, 0.03628076444463112, 0.04083400575416921, 0.04908504034496935, 0.06581165676770535, 0.21820462681730168, 0.3159497169456264]",0.37623075489863234
similarity_cluster,Modern-augmented,bace,classification,32,shared_morgan_linear_relative,15,32,5.204153116868181,2.653734627769916,0.5728674913010087,0.10947682825947855,"[0.003531510589015396, 0.0035315105890154027, 0.0035315105890154157, 0.0035315105890154166, 0.003531510589015422, 0.003531510589015427, 0.0035315105890154283, 0.0035315105890154335, 0.0035315105890154357, 0.0035315105890154404, 0.003531510589015446, 0.0035315105890154474, 0.003531510589015448, 0.003531510589015455, 0.0035315105890154617, 0.0035315105890154764, 0.003531510589015503, 0.004122580000971637, 0.004418452856257327, 0.005479691427519661, 0.005603393315397408, 0.007964968567869086, 0.00847991397965784, 0.00882756779749552, 0.013271579115726939, 0.01366506257782712, 0.016944167009540184, 0.03341124002045202, 0.0592628281043305, 0.17510583608427446, 0.5834070391294178]",0.16262978490213065
similarity_cluster,Modern-augmented,bace,classification,32,fixed_morgan_rf_relative,15,32,13.916913799904343,7.651931001076967,0.0826771194720739,0.3078274388431205,"[0.009929917382036118, 0.009929917382036132, 0.009929917382036134, 0.009929917382036135, 0.009929917382036137, 0.009929917382036142, 0.009929917382036146, 0.009929917382036146, 0.00992991738203615, 0.00992991738203615, 0.00992991738203615, 0.009929917382036153, 0.009929917382036154, 0.009929917382036161, 0.009929917382036167, 0.009929917382036167, 0.009929917382036172, 0.011098604905387258, 0.011802552325230196, 0.013149677989245349, 0.014256363572142, 0.0188721309555552, 0.019558741452698026, 0.023724907065083182, 0.028359016742921964, 0.03154328191219123, 0.0377547312740515, 0.04365219783541465, 0.12498438883982839, 0.18166614969444633, 0.2707686599411902]",0.4349035562470107
similarity_cluster,Modern-augmented,bace,classification,32,registry_median_relative,15,32,9.935105531528892,5.045203470961722,0.3250274953439685,0.2259770346567654,"[0.007289581763121438, 0.0072895817631214496, 0.007289581763121453, 0.007289581763121458, 0.007289581763121459, 0.0072895817631214626, 0.0072895817631214626, 0.0072895817631214626, 0.007289581763121464, 0.007289581763121469, 0.007289581763121474, 0.007289581763121476, 0.007289581763121476, 0.0072895817631214825, 0.007289581763121483, 0.007289581763121489, 0.007289581763121493, 0.008012067315885356, 0.009005501616662975, 0.010527131155149057, 0.011970922787296216, 0.012698096775744488, 0.01693942048412869, 0.017037842854098133, 0.01892464755209001, 0.022523098316161668, 0.030234297835273937, 0.035087454186331773, 0.10098935610972, 0.2088407063114452, 0.37328656672694754]",0.3104720478602779
similarity_cluster,Modern-augmented,bace,classification,32,within_unit_rank,15,32,11.765580360869516,6.1768337350420115,-0.07348112797800038,0.2327700198378797,"[0.007274063119933699, 0.007274063119933722, 0.007274063119933723, 0.007274063119933727, 0.007274063119933733, 0.007274063119933734, 0.007274063119933736, 0.0072740631199337364, 0.007274063119933741, 0.007274063119933741, 0.007274063119933743, 0.007274063119933746, 0.00727406311993375, 0.007274063119933752, 0.007274063119933753, 0.007274063119933755, 0.0072740631199337555, 0.007274063119933772, 0.008645008810184793, 0.01067696277673576, 0.012126895973331593, 0.013502212856235648, 0.017124169071736316, 0.01846762914228484, 0.02021618733473921, 0.025775370167811593, 0.04168589094599844, 0.04393687570200748, 0.051204336084927145, 0.06456505122707946, 0.2402198692877566, 0.3009204044603637]",0.36767438627717236
similarity_cluster,Modern-augmented,clintox,classification,4,raw,15,4,3.86765148978804,3.743265486926197,-0.0082503191906108,0.5846520042158426,"[0.17024798335274932, 0.2262935803303166, 0.2523722305786932, 0.35108620573824084]",0.96691287244701
similarity_cluster,Modern-augmented,clintox,classification,4,row_centred,15,4,2.9213469471488533,2.386517389103821,-0.19674626925533417,0.21391482617953828,"[0.053478706544884555, 0.13871862364518356, 0.21595823661367047, 0.5918444331962615]",0.7303367367872133
similarity_cluster,Modern-augmented,clintox,classification,4,shared_morgan_linear_relative,15,4,2.847485404602985,2.7209282742772345,0.18160322975887896,0.49174416893236705,"[0.20575597241899862, 0.3272137733239563, 0.4670302542570451]",0.7118713511507463
similarity_cluster,Modern-augmented,clintox,classification,4,fixed_morgan_rf_relative,15,4,3.9715378411799493,3.9423456978316396,0.015881428627129553,0.7951080971335946,"[0.21714224140533628, 0.2356729442200615, 0.24851262397727095, 0.2986721903973313]",0.9928844602949873
similarity_cluster,Modern-augmented,clintox,classification,4,registry_median_relative,15,4,1.523535583805217,1.2518992269548612,0.8255336477127242,0.10778083010303793,"[0.04815722841696854, 0.06151525093878521, 0.8903275206442464]",0.38088389595130423
similarity_cluster,Modern-augmented,clintox,classification,4,within_unit_rank,15,4,3.360159900107779,2.9033962829810025,-0.0882766487672404,0.4296858493188769,"[0.10742146232971915, 0.14891185744630883, 0.24108540998498046, 0.5025812702389916]",0.8400399750269447
similarity_cluster,Modern-augmented,clintox,classification,8,raw,15,8,6.6598600755822375,5.594391942866272,0.1326795080898816,0.4099271105348343,"[0.05571185656104941, 0.05788776475967127, 0.06688258941514394, 0.07936543722038757, 0.11829011785616399, 0.13586863172284613, 0.16891660603932812, 0.3170769964254095]",0.8324825094477797
similarity_cluster,Modern-augmented,clintox,classification,8,row_centred,15,8,7.356360823801388,6.801347805719279,-0.023942342748338896,0.5584591916159339,"[0.06980739895199178, 0.07480333102277081, 0.08599826429489267, 0.09033466279639647, 0.12302815193485395, 0.15656569880776908, 0.17170329872430576, 0.22775919346701956]",0.9195451029751734
similarity_cluster,Modern-augmented,clintox,classification,8,shared_morgan_linear_relative,15,8,5.15732965054594,3.912677235291754,0.3734900301661617,0.31705901525757946,"[0.05002783744041762, 0.0576495117652082, 0.07256848656447108, 0.0933749838853487, 0.1226843868173384, 0.1631156548889648, 0.44057913863825116]",0.6446662063182425
similarity_cluster,Modern-augmented,clintox,classification,8,fixed_morgan_rf_relative,15,8,6.842138458696657,5.8088476546037855,0.1679643799016139,0.4642353741648471,"[0.06107939147426753, 0.07168325146636861, 0.07273595277559786, 0.08362016248643145, 0.112690091809811, 0.12856849332533105, 0.15899075507117605, 0.3106319015910165]",0.8552673073370821
similarity_cluster,Modern-augmented,clintox,classification,8,registry_median_relative,15,8,4.9060600416521725,3.708113640899262,0.35111539695316424,0.24998787534482977,"[0.04029942818588426, 0.05656237694207035, 0.05686766033781969, 0.07406109117685848, 0.13526838372613628, 0.18619792657660628, 0.45074313305462466]",0.6132575052065216
similarity_cluster,Modern-augmented,clintox,classification,8,within_unit_rank,15,8,6.847348691279897,5.980491256220369,-0.09557329334198487,0.47516080611563805,"[0.059395100764454756, 0.06545358730360668, 0.06956201115606574, 0.08155687337311403, 0.09027172502739415, 0.15108449947500333, 0.22643293222592348, 0.25624327067443786]",0.8559185864099871
similarity_cluster,Modern-augmented,clintox,classification,16,raw,15,16,9.486987819532477,6.1143769189782855,0.2727175083980206,0.30415254265894487,"[0.019009533916184037, 0.01900953391618406, 0.019122208153190788, 0.01921460614546418, 0.021134784393042356, 0.02131471376576988, 0.02366871293012525, 0.02630584167085028, 0.03214226800493426, 0.0367392510636329, 0.04334132845184766, 0.048249150526267166, 0.06862812580246026, 0.11820204071551108, 0.14820657001890733, 0.33571133052562846]",0.5929367387207798
similarity_cluster,Modern-augmented,clintox,classification,16,row_centred,15,16,13.596408020669308,11.519562494585754,-0.030298694376877613,0.5481973164961572,"[0.03426233228100981, 0.034262332281009854, 0.034349537089152796, 0.03443465318978134, 0.03479808249543419, 0.036740502305624215, 0.040399689887579325, 0.04292316706595471, 0.046448466799073815, 0.05244864904349496, 0.05506186152012793, 0.06427604467335571, 0.07259925590578249, 0.12138628207173877, 0.135744438808682, 0.15986470458219815]",0.8497755012918318
