endpoint,repeat,repeat_seed,outer_fold,pool_size,signal_correlation,simulation_replicates,top3_hit,chance_adjusted_hit,mrr,fixed_normalized_regret
clintox,1,11,3,16,0.75,500,0.73,0.6676923076923076,0.6089026695526695,0.13252864394488748
clintox,1,11,3,16,1.0,1,1.0,1.0,1.0,0.0
clintox,1,11,3,32,0.0,500,0.088,-0.006344827586206891,0.11992024101167077,0.41943002175489486
clintox,1,11,3,32,0.1,500,0.144,0.05544827586206897,0.15123061578602268,0.3903575054387237
clintox,1,11,3,32,0.25,500,0.184,0.09958620689655173,0.19251883624427968,0.2809709934735315
clintox,1,11,3,32,0.5,500,0.292,0.21875862068965518,0.2623159966813923,0.17399129804205937
clintox,1,11,3,32,0.75,500,0.436,0.3776551724137931,0.370572456391218,0.10518201595358946
clintox,1,11,3,32,1.0,1,1.0,1.0,1.0,0.0
clintox,2,23,1,4,0.0,500,0.754,0.016,0.5345,0.16984304932735417
clintox,2,23,1,4,0.1,500,0.776,0.104,0.5643333333333332,0.1518654708520179
clintox,2,23,1,4,0.25,500,0.844,0.376,0.6026666666666668,0.11555156950672639
clintox,2,23,1,4,0.5,500,0.93,0.72,0.6921666666666667,0.06933183856502237
clintox,2,23,1,4,0.75,500,0.99,0.96,0.7655,0.03290582959641251
clintox,2,23,1,4,1.0,1,1.0,1.0,1.0,0.0
clintox,2,23,1,8,0.0,500,0.37,-0.008,0.33236190476190475,0.3585799701046341
clintox,2,23,1,8,0.1,500,0.382,0.0112,0.34641428571428573,0.30894319880418575
clintox,2,23,1,8,0.25,500,0.484,0.1744,0.40861428571428576,0.2472653213751871
clintox,2,23,1,8,0.5,500,0.63,0.408,0.4933166666666667,0.14840582959641282
clintox,2,23,1,8,0.75,500,0.8,0.6800000000000002,0.6116380952380953,0.0701786248131541
clintox,2,23,1,8,1.0,1,1.0,1.0,1.0,0.0
clintox,2,23,1,16,0.0,500,0.17,-0.02153846153846157,0.20876809024309023,0.3773961136023922
clintox,2,23,1,16,0.1,500,0.236,0.05969230769230766,0.24582388167388167,0.3349618834080723
clintox,2,23,1,16,0.25,500,0.272,0.10399999999999997,0.26731809856809857,0.28246337817638323
clintox,2,23,1,16,0.5,500,0.458,0.33292307692307693,0.3727847458097458,0.1949805680119587
clintox,2,23,1,16,0.75,500,0.626,0.5396923076923076,0.5118955488955489,0.14098281016442502
clintox,2,23,1,16,1.0,1,1.0,1.0,1.0,0.0
clintox,2,23,1,32,0.0,500,0.062,-0.035034482758620686,0.10974602582693709,0.277684603886398
clintox,2,23,1,32,0.1,500,0.12,0.028965517241379312,0.1488116986564827,0.22522571001494804
clintox,2,23,1,32,0.25,500,0.12,0.028965517241379315,0.15819146022928277,0.19932286995515733
clintox,2,23,1,32,0.5,500,0.208,0.1260689655172414,0.22259250711312062,0.13708594917787786
clintox,2,23,1,32,0.75,500,0.302,0.22979310344827586,0.29906133829086595,0.09014349775784794
clintox,2,23,1,32,1.0,1,1.0,1.0,1.0,0.0
clintox,2,23,2,4,0.0,500,0.746,-0.016,0.5458333333333333,0.16856413700470055
clintox,2,23,2,4,0.1,500,0.764,0.056,0.558,0.1571517797179309
clintox,2,23,2,4,0.25,500,0.838,0.352,0.5978333333333332,0.12104969778374684
clintox,2,23,2,4,0.5,500,0.9,0.6,0.6646666666666667,0.09051645399596984
clintox,2,23,2,4,0.75,500,0.992,0.968,0.806,0.045212894560107054
clintox,2,23,2,4,1.0,1,1.0,1.0,1.0,0.0
clintox,2,23,2,8,0.0,500,0.334,-0.06559999999999999,0.32142857142857145,0.23315715245130902
clintox,2,23,2,8,0.1,500,0.438,0.10080000000000001,0.3704095238095238,0.21242041638683629
clintox,2,23,2,8,0.25,500,0.558,0.29279999999999995,0.45262619047619046,0.17203962390866304
clintox,2,23,2,8,0.5,500,0.718,0.5488000000000001,0.5580595238095238,0.119021490933512
clintox,2,23,2,8,0.75,500,0.896,0.8336,0.7275357142857142,0.06283277367360605
clintox,2,23,2,8,1.0,1,1.0,1.0,1.0,0.0
clintox,2,23,2,16,0.0,500,0.19,0.003076923076923041,0.20641585914085914,0.3165130960376085
clintox,2,23,2,16,0.1,500,0.232,0.054769230769230744,0.24274096459096461,0.2940617864338476
clintox,2,23,2,16,0.25,500,0.322,0.1655384615384615,0.2956723692973693,0.23311887172599
clintox,2,23,2,16,0.5,500,0.49,0.3723076923076923,0.42343299755799757,0.16250772330423047
clintox,2,23,2,16,0.75,500,0.744,0.6849230769230769,0.5947684704184705,0.08820416386836746
clintox,2,23,2,16,1.0,1,1.0,1.0,1.0,0.0
clintox,2,23,2,32,0.0,500,0.074,-0.02179310344827586,0.12255886063700953,0.41805372733378127
clintox,2,23,2,32,0.1,500,0.122,0.03117241379310345,0.1465692689587506,0.38924781732706526
clintox,2,23,2,32,0.25,500,0.194,0.11062068965517241,0.20133033211719087,0.3321356615177973
clintox,2,23,2,32,0.5,500,0.344,0.27613793103448275,0.3137815088283895,0.22813969106783089
clintox,2,23,2,32,0.75,500,0.62,0.5806896551724138,0.5280712042859101,0.12283075889858978
clintox,2,23,2,32,1.0,1,1.0,1.0,1.0,0.0
clintox,2,23,3,4,0.0,500,0.736,-0.056,0.5046666666666666,0.3451811858231204
clintox,2,23,3,4,0.1,500,0.79,0.16,0.5491666666666666,0.32013249420337875
clintox,2,23,3,4,0.25,500,0.884,0.536,0.613,0.2735236833388541
clintox,2,23,3,4,0.5,500,0.958,0.832,0.7718333333333334,0.15365882742630022
clintox,2,23,3,4,0.75,500,0.992,0.968,0.9193333333333332,0.05611328254388875
clintox,2,23,3,4,1.0,1,1.0,1.0,1.0,0.0
clintox,2,23,3,8,0.0,500,0.368,-0.011199999999999998,0.35108333333333336,0.4323203047366676
clintox,2,23,3,8,0.1,500,0.434,0.09440000000000001,0.37154047619047614,0.3507373302418016
clintox,2,23,3,8,0.25,500,0.53,0.248,0.42308809523809526,0.30742630009937033
clintox,2,23,3,8,0.5,500,0.672,0.47520000000000007,0.5270928571428571,0.1609072540576346
clintox,2,23,3,8,0.75,500,0.796,0.6736,0.6023857142857142,0.10837297118251038
clintox,2,23,3,8,1.0,1,1.0,1.0,1.0,0.0
clintox,2,23,3,16,0.0,500,0.18,-0.009230769230769266,0.21185478687978687,0.3500447167936399
clintox,2,23,3,16,0.1,500,0.254,0.0818461538461538,0.24710205905205904,0.2927118251076512
clintox,2,23,3,16,0.25,500,0.272,0.10399999999999997,0.2670452075702076,0.2470635972176213
clintox,2,23,3,16,0.5,500,0.376,0.23199999999999998,0.3373822483072483,0.1787048691619737
clintox,2,23,3,16,0.75,500,0.484,0.3649230769230769,0.41685526140526147,0.13805498509440167
clintox,2,23,3,16,1.0,1,1.0,1.0,1.0,0.0
clintox,2,23,3,32,0.0,500,0.098,0.0046896551724137986,0.12758057875361042,0.2589122225902611
clintox,2,23,3,32,0.1,500,0.102,0.009103448275862073,0.1306545108763325,0.21346141106326535
clintox,2,23,3,32,0.25,500,0.136,0.046620689655172416,0.1668089785841201,0.17720635972176155
clintox,2,23,3,32,0.5,500,0.198,0.1150344827586207,0.210491451404465,0.1330046372971177
clintox,2,23,3,32,0.75,500,0.306,0.23420689655172414,0.29505830931939286,0.10077542232527277
clintox,2,23,3,32,1.0,1,1.0,1.0,1.0,0.0
clintox,3,37,1,4,0.0,500,0.728,-0.088,0.5106666666666666,0.09283820224719111
clintox,3,37,1,4,0.1,500,0.76,0.04,0.5526666666666668,0.07992808988764058
clintox,3,37,1,4,0.25,500,0.844,0.376,0.602,0.06275730337078662
clintox,3,37,1,4,0.5,500,0.934,0.736,0.6728333333333334,0.04371685393258435
clintox,3,37,1,4,0.75,500,0.992,0.968,0.802,0.02361797752808985
clintox,3,37,1,4,1.0,1,1.0,1.0,1.0,0.0
clintox,3,37,1,8,0.0,500,0.416,0.0656,0.35629999999999995,0.19950561797752878
clintox,3,37,1,8,0.1,500,0.45,0.12,0.3943642857142858,0.18460674157303433
clintox,3,37,1,8,0.25,500,0.552,0.2832,0.4538476190476191,0.14906292134831506
clintox,3,37,1,8,0.5,500,0.704,0.5264000000000001,0.5679428571428571,0.1013438202247194
clintox,3,37,1,8,0.75,500,0.888,0.8208000000000001,0.7028714285714285,0.05918426966292155
clintox,3,37,1,8,1.0,1,1.0,1.0,1.0,0.0
clintox,3,37,1,16,0.0,500,0.178,-0.011692307692307722,0.2155012099012099,0.22498764044943903
clintox,3,37,1,16,0.1,500,0.254,0.0818461538461538,0.25807086802086804,0.17186404494382093
clintox,3,37,1,16,0.25,500,0.284,0.11876923076923072,0.2822992868242868,0.14563033707865236
clintox,3,37,1,16,0.5,500,0.432,0.3009230769230769,0.3648586136086136,0.09341348314606808
clintox,3,37,1,16,0.75,500,0.586,0.49046153846153845,0.4804683483183483,0.048465168539326454
clintox,3,37,1,16,1.0,1,1.0,1.0,1.0,0.0
clintox,3,37,1,32,0.0,500,0.106,0.013517241379310346,0.12991360451964126,0.42230224719101134
clintox,3,37,1,32,0.1,500,0.128,0.037793103448275855,0.15470475988596458,0.4004056179775283
clintox,3,37,1,32,0.25,500,0.182,0.0973793103448276,0.1906938490318245,0.3148089887640451
clintox,3,37,1,32,0.5,500,0.31,0.23862068965517239,0.2912439266507918,0.2386629213483149
clintox,3,37,1,32,0.75,500,0.538,0.49020689655172406,0.46064128478721295,0.14993707865168582
clintox,3,37,1,32,1.0,1,1.0,1.0,1.0,0.0
clintox,3,37,2,4,0.0,500,0.734,-0.064,0.5128333333333333,0.3305755764304015
clintox,3,37,2,4,0.1,500,0.808,0.232,0.557,0.3030606319385142
clintox,3,37,2,4,0.25,500,0.876,0.504,0.646,0.23785824081981213
clintox,3,37,2,4,0.5,500,0.96,0.84,0.78,0.1555046968403074
clintox,3,37,2,4,0.75,500,0.996,0.984,0.9326666666666666,0.04994705380017076
clintox,3,37,2,4,1.0,1,1.0,1.0,1.0,0.0
clintox,3,37,2,8,0.0,500,0.374,-0.0016000000000000014,0.3326261904761905,0.2988010247651583
clintox,3,37,2,8,0.1,500,0.43,0.088,0.37401428571428574,0.25808198121263903
clintox,3,37,2,8,0.25,500,0.524,0.2384,0.43963809523809527,0.20685397096498737
clintox,3,37,2,8,0.5,500,0.74,0.5840000000000001,0.5751785714285714,0.12786165670367217
clintox,3,37,2,8,0.75,500,0.918,0.8687999999999999,0.7122190476190476,0.05958838599487628
clintox,3,37,2,8,1.0,1,1.0,1.0,1.0,0.0
clintox,3,37,2,16,0.0,500,0.194,0.007999999999999964,0.21664741369741372,0.34651238257899253
clintox,3,37,2,16,0.1,500,0.236,0.059692307692307656,0.23760823343323348,0.30336122971818985
clintox,3,37,2,16,0.25,500,0.354,0.2049230769230769,0.32079366744366744,0.2611571306575579
clintox,3,37,2,16,0.5,500,0.482,0.36246153846153845,0.4292116133866134,0.1763757472245945
clintox,3,37,2,16,0.75,500,0.714,0.648,0.5697406204906205,0.11913407344150312
clintox,3,37,2,16,1.0,1,1.0,1.0,1.0,0.0
clintox,3,37,2,32,0.0,500,0.084,-0.010758620689655168,0.1282939249931007,0.5472519214346704
clintox,3,37,2,32,0.1,500,0.146,0.05765517241379311,0.1585906094187767,0.5029197267292904
clintox,3,37,2,32,0.25,500,0.202,0.11944827586206895,0.21028835848273447,0.3744415029888977
clintox,3,37,2,32,0.5,500,0.334,0.265103448275862,0.29970292082034916,0.24582664389410708
clintox,3,37,2,32,0.75,500,0.572,0.5277241379310345,0.4745973447261373,0.12690520922288606
clintox,3,37,2,32,1.0,1,1.0,1.0,1.0,0.0
clintox,3,37,3,4,0.0,500,0.764,0.056,0.5293333333333332,0.23336407155454741
clintox,3,37,3,4,0.1,500,0.812,0.248,0.577,0.19992844545225466
clintox,3,37,3,4,0.25,500,0.868,0.472,0.6313333333333333,0.16950919627110073
clintox,3,37,3,4,0.5,500,0.934,0.736,0.7338333333333332,0.10307231040564345
clintox,3,37,3,4,0.75,500,0.992,0.968,0.8323333333333333,0.060525573192239626
clintox,3,37,3,4,1.0,1,1.0,1.0,1.0,0.0
clintox,3,37,3,8,0.0,500,0.37,-0.007999999999999988,0.33809285714285714,0.3597611489040073
clintox,3,37,3,8,0.1,500,0.416,0.06559999999999999,0.3843166666666667,0.31894885361552144
clintox,3,37,3,8,0.25,500,0.554,0.28640000000000004,0.44191904761904766,0.27155605946082245
clintox,3,37,3,8,0.5,500,0.696,0.5136000000000001,0.5597761904761905,0.175410934744269
clintox,3,37,3,8,0.75,500,0.892,0.8272,0.7250857142857143,0.09780549256739801
clintox,3,37,3,8,1.0,1,1.0,1.0,1.0,0.0
clintox,3,37,3,16,0.0,500,0.194,0.007999999999999964,0.2179766233766234,0.41476593600403155
clintox,3,37,3,16,0.1,500,0.206,0.02276923076923074,0.22346138306138305,0.3666994205089446
clintox,3,37,3,16,0.25,500,0.36,0.21230769230769228,0.3237838050838051,0.2712194507432604
clintox,3,37,3,16,0.5,500,0.418,0.2836923076923077,0.38782566877566876,0.17454069035021427
clintox,3,37,3,16,0.75,500,0.65,0.5692307692307693,0.4952050505050505,0.09381053162005552
clintox,3,37,3,16,1.0,1,1.0,1.0,1.0,0.0
clintox,3,37,3,32,0.0,500,0.116,0.02455172413793104,0.13709846095863235,0.418107331821617
clintox,3,37,3,32,0.1,500,0.1,0.006896551724137936,0.1413868354975537,0.3659299571680518
clintox,3,37,3,32,0.25,500,0.196,0.11282758620689656,0.20081695579426934,0.29876895943562554
clintox,3,37,3,32,0.5,500,0.304,0.23199999999999996,0.2744409699381023,0.2309821113630632
clintox,3,37,3,32,0.75,500,0.542,0.49462068965517236,0.46034813522390927,0.1245804988662127
clintox,3,37,3,32,1.0,1,1.0,1.0,1.0,0.0
clintox,4,53,1,4,0.0,500,0.778,0.112,0.5485,0.24013983903420552
clintox,4,53,1,4,0.1,500,0.798,0.192,0.5628333333333334,0.2272162977867206
clintox,4,53,1,4,0.25,500,0.856,0.424,0.6363333333333334,0.19492555331991973
clintox,4,53,1,4,0.5,500,0.964,0.856,0.801,0.10849899396378282
clintox,4,53,1,4,0.75,500,0.99,0.96,0.9305,0.03652615694164994
clintox,4,53,1,4,1.0,1,1.0,1.0,1.0,0.0
clintox,4,53,1,8,0.0,500,0.382,0.011200000000000007,0.32720000000000005,0.34037726358148845
clintox,4,53,1,8,0.1,500,0.418,0.0688,0.3737261904761905,0.2966599597585508
clintox,4,53,1,8,0.25,500,0.528,0.24480000000000002,0.42445238095238097,0.2274889336016092
clintox,4,53,1,8,0.5,500,0.66,0.456,0.5030571428571429,0.14501509054325917
clintox,4,53,1,8,0.75,500,0.818,0.7088000000000001,0.6240119047619047,0.0797907444668005
clintox,4,53,1,8,1.0,1,1.0,1.0,1.0,0.0
clintox,4,53,1,16,0.0,500,0.232,0.05476923076923074,0.2415243062493062,0.27148641851106625
clintox,4,53,1,16,0.1,500,0.192,0.005538461538461504,0.21956724941724942,0.24788933601609642
clintox,4,53,1,16,0.25,500,0.286,0.1212307692307692,0.27634812964812966,0.20114989939637812
clintox,4,53,1,16,0.5,500,0.36,0.21230769230769225,0.35098324453324453,0.13506287726358135
clintox,4,53,1,16,0.75,500,0.544,0.4387692307692307,0.44100026085026084,0.09450050301810858
clintox,4,53,1,16,1.0,1,1.0,1.0,1.0,0.0
clintox,4,53,1,32,0.0,500,0.09,-0.004137931034482753,0.12854035917881185,0.4353289738430585
clintox,4,53,1,32,0.1,500,0.132,0.04220689655172414,0.16044597725025966,0.3537716297786722
clintox,4,53,1,32,0.25,500,0.162,0.07531034482758622,0.17758395157030174,0.30281438631790764
clintox,4,53,1,32,0.5,500,0.252,0.1746206896551724,0.25518734676681243,0.19119517102615716
clintox,4,53,1,32,0.75,500,0.44,0.38206896551724134,0.37194442393736443,0.11828018108651935
clintox,4,53,1,32,1.0,1,1.0,1.0,1.0,0.0
clintox,4,53,2,4,0.0,500,0.74,-0.04,0.5216666666666667,0.2557287449392708
clintox,4,53,2,4,0.1,500,0.784,0.136,0.534,0.24350556680161894
clintox,4,53,2,4,0.25,500,0.844,0.376,0.578,0.16715587044534358
clintox,4,53,2,4,0.5,500,0.946,0.784,0.6785,0.10241295546558646
clintox,4,53,2,4,0.75,500,0.996,0.984,0.7636666666666667,0.04356528340080917
clintox,4,53,2,4,1.0,1,1.0,1.0,1.0,0.0
clintox,4,53,2,8,0.0,500,0.376,0.001600000000000005,0.32948333333333335,0.36326062753036364
clintox,4,53,2,8,0.1,500,0.396,0.03359999999999999,0.3774428571428572,0.28086538461538385
clintox,4,53,2,8,0.25,500,0.474,0.15839999999999999,0.408202380952381,0.22868572874493845
clintox,4,53,2,8,0.5,500,0.612,0.37920000000000004,0.4647809523809524,0.1235445344129545
clintox,4,53,2,8,0.75,500,0.71,0.536,0.5268238095238096,0.07119281376518118
clintox,4,53,2,8,1.0,1,1.0,1.0,1.0,0.0
clintox,4,53,2,16,0.0,500,0.184,-0.004307692307692343,0.2130322510822511,0.3133001012145739
clintox,4,53,2,16,0.1,500,0.21,0.02769230769230766,0.23492852980352982,0.2533603238866386
clintox,4,53,2,16,0.25,500,0.274,0.10646153846153843,0.26887241369741366,0.21690738866396647
clintox,4,53,2,16,0.5,500,0.352,0.20246153846153844,0.3325502525252525,0.1378699392712538
clintox,4,53,2,16,0.75,500,0.542,0.43630769230769234,0.4408611055611055,0.08148228744939144
clintox,4,53,2,16,1.0,1,1.0,1.0,1.0,0.0
clintox,4,53,2,32,0.0,500,0.094,0.00027586206896552224,0.11897751671372583,0.29863917004048496
clintox,4,53,2,32,0.1,500,0.112,0.020137931034482765,0.14205324057697793,0.27043370445344045
clintox,4,53,2,32,0.25,500,0.156,0.0686896551724138,0.178898802375398,0.1969731781376509
clintox,4,53,2,32,0.5,500,0.218,0.13710344827586207,0.23350835434856781,0.1317995951416994
clintox,4,53,2,32,0.75,500,0.316,0.24524137931034481,0.3047708467174082,0.07537702429149687
clintox,4,53,2,32,1.0,1,1.0,1.0,1.0,0.0
clintox,4,53,3,4,0.0,500,0.78,0.12,0.527,0.2890474732006129
clintox,4,53,3,4,0.1,500,0.814,0.256,0.5531666666666666,0.2690229709035225
clintox,4,53,3,4,0.25,500,0.854,0.416,0.6331666666666667,0.22537212863705997
clintox,4,53,3,4,0.5,500,0.956,0.824,0.7636666666666666,0.1343338437978561
clintox,4,53,3,4,0.75,500,0.992,0.968,0.9146666666666667,0.04388361408882079
clintox,4,53,3,4,1.0,1,1.0,1.0,1.0,0.0
clintox,4,53,3,8,0.0,500,0.358,-0.02720000000000001,0.32310476190476195,0.39629504849413133
clintox,4,53,3,8,0.1,500,0.492,0.18719999999999998,0.3991476190476191,0.3503583460949479
clintox,4,53,3,8,0.25,500,0.55,0.28,0.4340761904761905,0.29335987748851605
clintox,4,53,3,8,0.5,500,0.724,0.5584,0.5674,0.18952628892292114
clintox,4,53,3,8,0.75,500,0.924,0.8784,0.7217,0.09194180704441134
clintox,4,53,3,8,1.0,1,1.0,1.0,1.0,0.0
clintox,4,53,3,16,0.0,500,0.19,0.003076923076923045,0.2288340048840049,0.34149259826442113
clintox,4,53,3,16,0.1,500,0.234,0.05723076923076919,0.25088696303696306,0.2905523226135788
clintox,4,53,3,16,0.25,500,0.272,0.10399999999999997,0.2732405955155955,0.2337090352220523
clintox,4,53,3,16,0.5,500,0.456,0.3304615384615384,0.37568762626262625,0.1514017355793773
clintox,4,53,3,16,0.75,500,0.646,0.5643076923076924,0.5062574314574315,0.08246248085758029
clintox,4,53,3,16,1.0,1,1.0,1.0,1.0,0.0
clintox,4,53,3,32,0.0,500,0.08,-0.015172413793103443,0.12479626214674218,0.48404185809086325
clintox,4,53,3,32,0.1,500,0.152,0.06427586206896552,0.15794433936025837,0.46050842266462516
clintox,4,53,3,32,0.25,500,0.228,0.14813793103448272,0.22581222048874308,0.37756916794282824
clintox,4,53,3,32,0.5,500,0.392,0.3291034482758621,0.3503968242652347,0.25549259826442067
clintox,4,53,3,32,0.75,500,0.67,0.6358620689655172,0.5708333487547884,0.14077488514548223
clintox,4,53,3,32,1.0,1,1.0,1.0,1.0,0.0
clintox,5,71,1,4,0.0,500,0.772,0.088,0.517,0.26843957826439546
clintox,5,71,1,4,0.1,500,0.808,0.232,0.5773333333333333,0.2379837793998375
clintox,5,71,1,4,0.25,500,0.872,0.488,0.633,0.20159935117599326
clintox,5,71,1,4,0.5,500,0.964,0.856,0.764,0.11670884022708816
clintox,5,71,1,4,0.75,500,0.994,0.976,0.8741666666666666,0.05097972424979707
clintox,5,71,1,4,1.0,1,1.0,1.0,1.0,0.0
clintox,5,71,1,8,0.0,500,0.394,0.030399999999999996,0.3415880952380952,0.5553819951338195
clintox,5,71,1,8,0.1,500,0.466,0.14560000000000003,0.3880523809523809,0.5069862124898619
clintox,5,71,1,8,0.25,500,0.55,0.2800000000000001,0.4598904761904762,0.4204931062449308
clintox,5,71,1,8,0.5,500,0.774,0.6384000000000001,0.6238619047619047,0.28977453365774514
clintox,5,71,1,8,0.75,500,0.944,0.9104,0.8405523809523808,0.12658556366585555
clintox,5,71,1,8,1.0,1,1.0,1.0,1.0,0.0
clintox,5,71,1,16,0.0,500,0.192,0.005538461538461509,0.20690964590964592,0.5408021086780209
clintox,5,71,1,16,0.1,500,0.254,0.0818461538461538,0.25201057276057276,0.46886861313868605
clintox,5,71,1,16,0.25,500,0.382,0.23938461538461536,0.36037105672105674,0.3953892944038929
clintox,5,71,1,16,0.5,500,0.596,0.5027692307692309,0.5047234432234432,0.2999943227899432
clintox,5,71,1,16,0.75,500,0.876,0.8473846153846155,0.7674103896103895,0.1448613138686132
clintox,5,71,1,16,1.0,1,1.0,1.0,1.0,0.0
clintox,5,71,1,32,0.0,500,0.094,0.0002758620689655231,0.12100807167783888,0.47524412003244104
clintox,5,71,1,32,0.1,500,0.142,0.05324137931034483,0.1618746878392243,0.43201459854014584
clintox,5,71,1,32,0.25,500,0.23,0.1503448275862069,0.23048591203448318,0.3704574209245741
clintox,5,71,1,32,0.5,500,0.424,0.36441379310344824,0.37252357042660944,0.2936690997566909
clintox,5,71,1,32,0.75,500,0.778,0.7550344827586207,0.6660339188589188,0.1526147607461476
clintox,5,71,1,32,1.0,1,1.0,1.0,1.0,0.0
clintox,5,71,2,4,0.0,500,0.752,0.008,0.511,0.27667614061331297
clintox,5,71,2,4,0.1,500,0.752,0.008,0.5226666666666666,0.23564697083021646
clintox,5,71,2,4,0.25,500,0.848,0.392,0.608,0.18547594116180463
clintox,5,71,2,4,0.5,500,0.916,0.664,0.6783333333333332,0.12238643729743173
clintox,5,71,2,4,0.75,500,0.992,0.968,0.768,0.04653901770132111
clintox,5,71,2,4,1.0,1,1.0,1.0,1.0,0.0
clintox,5,71,2,8,0.0,500,0.4,0.039999999999999994,0.3444547619047619,0.3252834704562451
clintox,5,71,2,8,0.1,500,0.384,0.014399999999999987,0.3515261904761905,0.28563899276988264
clintox,5,71,2,8,0.25,500,0.512,0.21919999999999998,0.414802380952381,0.21578658688606323
clintox,5,71,2,8,0.5,500,0.672,0.47520000000000007,0.5414761904761904,0.1393547743704811
clintox,5,71,2,8,0.75,500,0.766,0.6256,0.5989428571428571,0.10003290949887794
clintox,5,71,2,8,1.0,1,1.0,1.0,1.0,0.0
clintox,5,71,2,16,0.0,500,0.182,-0.006769230769230807,0.2108448162948163,0.40755871353777084
clintox,5,71,2,16,0.1,500,0.204,0.020307692307692277,0.23409614274614277,0.31182597855896266
clintox,5,71,2,16,0.25,500,0.32,0.16307692307692304,0.30367955655455653,0.26191573173772115
clintox,5,71,2,16,0.5,500,0.41,0.2738461538461538,0.3805478549228549,0.18659037646472199
clintox,5,71,2,16,0.75,500,0.592,0.4978461538461538,0.4741337162837163,0.12682124158563948
clintox,5,71,2,16,1.0,1,1.0,1.0,1.0,0.0
clintox,5,71,2,32,0.0,500,0.106,0.013517241379310352,0.13818238379594752,0.37918823236100674
clintox,5,71,2,32,0.1,500,0.098,0.004689655172413797,0.1315205748772309,0.34731538269758117
clintox,5,71,2,32,0.25,500,0.178,0.09296551724137932,0.18484201188474703,0.29678683620044843
clintox,5,71,2,32,0.5,500,0.298,0.2253793103448276,0.27345204152197244,0.2062787334829217
clintox,5,71,2,32,0.75,500,0.47,0.41517241379310343,0.3957810137005325,0.1430964846671651
clintox,5,71,2,32,1.0,1,1.0,1.0,1.0,0.0
clintox,5,71,3,4,0.0,500,0.746,-0.016,0.5255,0.1555828779599273
clintox,5,71,3,4,0.1,500,0.8,0.2,0.573,0.12972950819672147
clintox,5,71,3,4,0.25,500,0.874,0.496,0.6105,0.10393351548269593
clintox,5,71,3,4,0.5,500,0.94,0.76,0.6853333333333332,0.07195537340619314
clintox,5,71,3,4,0.75,500,0.996,0.984,0.8096666666666668,0.02939890710382509
clintox,5,71,3,4,1.0,1,1.0,1.0,1.0,0.0
clintox,5,71,3,8,0.0,500,0.414,0.062400000000000004,0.3689619047619048,0.24973542805100235
clintox,5,71,3,8,0.1,500,0.422,0.07520000000000002,0.37284047619047617,0.23024362477231378
clintox,5,71,3,8,0.25,500,0.49,0.184,0.40837619047619045,0.1801320582877964
clintox,5,71,3,8,0.5,500,0.654,0.44639999999999996,0.5112476190476191,0.11177459016393476
clintox,5,71,3,8,0.75,500,0.816,0.7056,0.5878380952380952,0.04976502732240463
clintox,5,71,3,8,1.0,1,1.0,1.0,1.0,0.0
clintox,5,71,3,16,0.0,500,0.166,-0.02646153846153849,0.1997869547119547,0.29992167577413475
clintox,5,71,3,16,0.1,500,0.248,0.07446153846153843,0.2588867216117216,0.24369353369763194
clintox,5,71,3,16,0.25,500,0.26,0.0892307692307692,0.27542865745365747,0.19885154826958093
clintox,5,71,3,16,0.5,500,0.436,0.3058461538461538,0.3636628205128205,0.11651639344262277
clintox,5,71,3,16,0.75,500,0.636,0.552,0.4945729881229881,0.05552049180327849
clintox,5,71,3,16,1.0,1,1.0,1.0,1.0,0.0
clintox,5,71,3,32,0.0,500,0.064,-0.03282758620689655,0.10841689761635576,0.3610209471766843
clintox,5,71,3,32,0.1,500,0.128,0.03779310344827587,0.15325151595556685,0.3162058287795987
clintox,5,71,3,32,0.25,500,0.156,0.0686896551724138,0.18313101364872614,0.28805919854280443
clintox,5,71,3,32,0.5,500,0.298,0.22537931034482755,0.2855869681464443,0.18721994535519065
clintox,5,71,3,32,0.75,500,0.49,0.4372413793103448,0.4051996760289162,0.12062431693989016
clintox,5,71,3,32,1.0,1,1.0,1.0,1.0,0.0
esol,1,11,1,4,0.0,500,0.756,0.024,0.5376666666666667,0.3880698704551929
esol,1,11,1,4,0.1,500,0.766,0.064,0.5431666666666668,0.3902354583858343
esol,1,11,1,4,0.25,500,0.828,0.312,0.5896666666666667,0.3209517278424326
esol,1,11,1,4,0.5,500,0.944,0.776,0.708,0.20766353729386164
esol,1,11,1,4,0.75,500,0.998,0.992,0.8391666666666667,0.10603185533867716
esol,1,11,1,4,1.0,1,1.0,1.0,1.0,0.0
esol,1,11,1,8,0.0,500,0.382,0.011199999999999995,0.3567261904761905,0.32297490184422684
esol,1,11,1,8,0.1,500,0.46,0.136,0.3817071428571428,0.30278665893652557
esol,1,11,1,8,0.25,500,0.51,0.216,0.41454761904761905,0.24469065363361417
esol,1,11,1,8,0.5,500,0.6,0.36,0.4813904761904762,0.20020390880670566
esol,1,11,1,8,0.75,500,0.812,0.6992,0.6567523809523809,0.13522478691323608
esol,1,11,1,8,1.0,1,1.0,1.0,1.0,0.0
esol,1,11,1,16,0.0,500,0.212,0.03015384615384612,0.22853384115884115,0.29412943295505317
esol,1,11,1,16,0.1,500,0.234,0.05723076923076921,0.23531223776223778,0.28220735963941773
esol,1,11,1,16,0.25,500,0.3,0.1384615384615384,0.29922759462759463,0.2425713965815308
esol,1,11,1,16,0.5,500,0.462,0.3378461538461538,0.40806910311910316,0.2034569415616726
