endpoint,repeat,repeat_seed,outer_fold,pool_size,signal_correlation,simulation_replicates,top3_hit,chance_adjusted_hit,mrr,fixed_normalized_regret
tdc_hia_hou,2,23,2,4,0.0,500,0.766,0.064,0.5255,0.08415888778550207
tdc_hia_hou,2,23,2,4,0.1,500,0.758,0.032,0.5331666666666667,0.06959285004965303
tdc_hia_hou,2,23,2,4,0.25,500,0.836,0.344,0.571,0.05002581926514457
tdc_hia_hou,2,23,2,4,0.5,500,0.91,0.64,0.6231666666666668,0.03271896722939475
tdc_hia_hou,2,23,2,4,0.75,500,0.988,0.952,0.67,0.022923535253227854
tdc_hia_hou,2,23,2,4,1.0,1,1.0,1.0,1.0,0.0
tdc_hia_hou,2,23,2,8,0.0,500,0.37,-0.008,0.342052380952381,0.14419463753723966
tdc_hia_hou,2,23,2,8,0.1,500,0.442,0.10719999999999999,0.37556428571428574,0.12812512413108276
tdc_hia_hou,2,23,2,8,0.25,500,0.508,0.21280000000000002,0.42015952380952376,0.10026415094339662
tdc_hia_hou,2,23,2,8,0.5,500,0.67,0.472,0.5402023809523809,0.06009731876861999
tdc_hia_hou,2,23,2,8,0.75,500,0.908,0.8528,0.6699738095238095,0.027678252234359834
tdc_hia_hou,2,23,2,8,1.0,1,1.0,1.0,1.0,0.0
tdc_hia_hou,2,23,2,16,0.0,500,0.166,-0.026461538461538495,0.19830861638361635,0.23758689175769626
tdc_hia_hou,2,23,2,16,0.1,500,0.214,0.03261538461538459,0.23129900377400378,0.21101886792452845
tdc_hia_hou,2,23,2,16,0.25,500,0.268,0.09907692307692305,0.2757877872127872,0.16703475670307863
tdc_hia_hou,2,23,2,16,0.5,500,0.392,0.25169230769230766,0.3398167832167832,0.1238272095332674
tdc_hia_hou,2,23,2,16,0.75,500,0.488,0.3698461538461538,0.4141403873903874,0.09440913604766658
tdc_hia_hou,2,23,2,16,1.0,1,1.0,1.0,1.0,0.0
tdc_hia_hou,2,23,2,32,0.0,500,0.078,-0.01737931034482758,0.11227156179765238,0.2886395233366437
tdc_hia_hou,2,23,2,32,0.1,500,0.114,0.0223448275862069,0.14186605386231782,0.24457994041708064
tdc_hia_hou,2,23,2,32,0.25,500,0.128,0.03779310344827586,0.15934415632135449,0.20471499503475693
tdc_hia_hou,2,23,2,32,0.5,500,0.298,0.22537931034482758,0.28018435035821804,0.14017279046673303
tdc_hia_hou,2,23,2,32,0.75,500,0.402,0.3401379310344827,0.3517944075479517,0.08395431976166855
tdc_hia_hou,2,23,2,32,1.0,1,1.0,1.0,1.0,0.0
tdc_hia_hou,2,23,3,4,0.0,500,0.76,0.04,0.5276666666666666,0.08721047331319229
tdc_hia_hou,2,23,3,4,0.1,500,0.762,0.048,0.5385,0.0830372608257804
tdc_hia_hou,2,23,3,4,0.25,500,0.846,0.384,0.6068333333333332,0.06725478348439067
tdc_hia_hou,2,23,3,4,0.5,500,0.948,0.792,0.7453333333333333,0.040306143001007044
tdc_hia_hou,2,23,3,4,0.75,500,0.994,0.976,0.8415,0.019834843907351463
tdc_hia_hou,2,23,3,4,1.0,1,1.0,1.0,1.0,0.0
tdc_hia_hou,2,23,3,8,0.0,500,0.376,0.0015999999999999908,0.3513166666666667,0.1312870090634441
tdc_hia_hou,2,23,3,8,0.1,500,0.436,0.09759999999999999,0.3681309523809524,0.1274239677744209
tdc_hia_hou,2,23,3,8,0.25,500,0.55,0.28,0.45409285714285713,0.1088821752265861
tdc_hia_hou,2,23,3,8,0.5,500,0.788,0.6608,0.6526547619047619,0.06311379657603226
tdc_hia_hou,2,23,3,8,0.75,500,0.988,0.9808,0.8391333333333333,0.021522658610271923
tdc_hia_hou,2,23,3,8,1.0,1,1.0,1.0,1.0,0.0
tdc_hia_hou,2,23,3,16,0.0,500,0.202,0.01784615384615381,0.22954651459651462,0.3098710976837871
tdc_hia_hou,2,23,3,16,0.1,500,0.226,0.04738461538461536,0.24345683760683762,0.25586505538771465
tdc_hia_hou,2,23,3,16,0.25,500,0.292,0.12861538461538458,0.28497216672216674,0.2255266868076542
tdc_hia_hou,2,23,3,16,0.5,500,0.43,0.29846153846153844,0.3869942335442335,0.14629808660624438
tdc_hia_hou,2,23,3,16,0.75,500,0.566,0.4658461538461538,0.4621900654900654,0.09183484390735222
tdc_hia_hou,2,23,3,16,1.0,1,1.0,1.0,1.0,0.0
tdc_hia_hou,2,23,3,32,0.0,500,0.088,-0.006344827586206893,0.11285501858235733,0.28642296072507617
tdc_hia_hou,2,23,3,32,0.1,500,0.092,-0.0019310344827586157,0.1307341339236652,0.25250352467270953
tdc_hia_hou,2,23,3,32,0.25,500,0.188,0.104,0.19151810337740127,0.20682578046324332
tdc_hia_hou,2,23,3,32,0.5,500,0.272,0.19668965517241377,0.2609179493497438,0.1532910372608264
tdc_hia_hou,2,23,3,32,0.75,500,0.408,0.3467586206896552,0.3515555928149265,0.09426384692850016
tdc_hia_hou,2,23,3,32,1.0,1,1.0,1.0,1.0,0.0
tdc_hia_hou,3,37,1,4,0.0,500,0.764,0.056,0.5086666666666667,0.2764920382165609
tdc_hia_hou,3,37,1,4,0.1,500,0.786,0.144,0.5605,0.21365127388535063
tdc_hia_hou,3,37,1,4,0.25,500,0.828,0.312,0.6,0.164660828025478
tdc_hia_hou,3,37,1,4,0.5,500,0.89,0.56,0.6258333333333332,0.09454777070063722
tdc_hia_hou,3,37,1,4,0.75,500,0.992,0.968,0.6966666666666668,0.04586305732484101
tdc_hia_hou,3,37,1,4,1.0,1,1.0,1.0,1.0,0.0
tdc_hia_hou,3,37,1,8,0.0,500,0.356,-0.030399999999999993,0.31911666666666666,0.24264968152866281
tdc_hia_hou,3,37,1,8,0.1,500,0.41,0.05599999999999999,0.35148809523809527,0.2123200636942679
tdc_hia_hou,3,37,1,8,0.25,500,0.486,0.17760000000000004,0.4024785714285714,0.1662754777070067
tdc_hia_hou,3,37,1,8,0.5,500,0.608,0.3728,0.48581666666666673,0.11666401273885378
tdc_hia_hou,3,37,1,8,0.75,500,0.746,0.5936,0.5732595238095238,0.07693630573248433
tdc_hia_hou,3,37,1,8,1.0,1,1.0,1.0,1.0,0.0
tdc_hia_hou,3,37,1,16,0.0,500,0.166,-0.026461538461538488,0.20434574314574314,0.34502707006369426
tdc_hia_hou,3,37,1,16,0.1,500,0.24,0.06461538461538459,0.24398440448440448,0.30807802547770713
tdc_hia_hou,3,37,1,16,0.25,500,0.262,0.09169230769230767,0.26547249694749697,0.25474363057324845
tdc_hia_hou,3,37,1,16,0.5,500,0.404,0.26646153846153847,0.351548865023865,0.20411624203821657
tdc_hia_hou,3,37,1,16,0.75,500,0.532,0.424,0.43988717393717386,0.13986942675159236
tdc_hia_hou,3,37,1,16,1.0,1,1.0,1.0,1.0,0.0
tdc_hia_hou,3,37,1,32,0.0,500,0.092,-0.001931034482758617,0.1273580361246102,0.4330971337579618
tdc_hia_hou,3,37,1,32,0.1,500,0.116,0.02455172413793104,0.15949645825139105,0.3761560509554141
tdc_hia_hou,3,37,1,32,0.25,500,0.166,0.0797241379310345,0.1878127394911899,0.3182117834394905
tdc_hia_hou,3,37,1,32,0.5,500,0.306,0.23420689655172416,0.285527021235448,0.23271496815286627
tdc_hia_hou,3,37,1,32,0.75,500,0.514,0.4637241379310344,0.42629547084023794,0.15880254777070063
tdc_hia_hou,3,37,1,32,1.0,1,1.0,1.0,1.0,0.0
tdc_hia_hou,3,37,2,4,0.0,500,0.73,-0.08,0.5258333333333333,0.08581556886227455
tdc_hia_hou,3,37,2,4,0.1,500,0.766,0.064,0.5251666666666667,0.07381556886227449
tdc_hia_hou,3,37,2,4,0.25,500,0.826,0.304,0.5955,0.055037125748502135
tdc_hia_hou,3,37,2,4,0.5,500,0.92,0.68,0.6256666666666667,0.0418730538922147
tdc_hia_hou,3,37,2,4,0.75,500,0.986,0.944,0.7241666666666667,0.025116167664669956
tdc_hia_hou,3,37,2,4,1.0,1,1.0,1.0,1.0,0.0
tdc_hia_hou,3,37,2,8,0.0,500,0.378,0.0047999999999999935,0.3326071428571428,0.14990658682634747
tdc_hia_hou,3,37,2,8,0.1,500,0.438,0.10079999999999999,0.3745761904761905,0.12485508982035941
tdc_hia_hou,3,37,2,8,0.25,500,0.542,0.2672,0.45743571428571433,0.08830179640718572
tdc_hia_hou,3,37,2,8,0.5,500,0.626,0.4016,0.48082857142857144,0.060356886227545044
tdc_hia_hou,3,37,2,8,0.75,500,0.77,0.632,0.5772476190476191,0.03697005988023968
tdc_hia_hou,3,37,2,8,1.0,1,1.0,1.0,1.0,0.0
tdc_hia_hou,3,37,2,16,0.0,500,0.21,0.02769230769230766,0.2252727133977134,0.2190994011976049
tdc_hia_hou,3,37,2,16,0.1,500,0.232,0.05476923076923074,0.2386846348096348,0.16832574850299414
tdc_hia_hou,3,37,2,16,0.25,500,0.238,0.062153846153846115,0.24168777056277058,0.1314083832335331
tdc_hia_hou,3,37,2,16,0.5,500,0.288,0.12369230769230766,0.2842344377844378,0.0893461077844313
tdc_hia_hou,3,37,2,16,0.75,500,0.374,0.22953846153846152,0.33771383061383065,0.0634874251497008
tdc_hia_hou,3,37,2,16,1.0,1,1.0,1.0,1.0,0.0
tdc_hia_hou,3,37,2,32,0.0,500,0.096,0.00248275862068966,0.13434900107956668,0.25423473053892237
tdc_hia_hou,3,37,2,32,0.1,500,0.136,0.04662068965517242,0.14983462275638632,0.22443592814371274
tdc_hia_hou,3,37,2,32,0.25,500,0.134,0.04441379310344828,0.15980287962952183,0.18281676646706613
tdc_hia_hou,3,37,2,32,0.5,500,0.21,0.12827586206896552,0.21927663553292526,0.12759760479041943
tdc_hia_hou,3,37,2,32,0.75,500,0.288,0.21434482758620688,0.29023558434635566,0.07648143712574877
tdc_hia_hou,3,37,2,32,1.0,1,1.0,1.0,1.0,0.0
tdc_hia_hou,3,37,3,4,0.0,500,0.746,-0.016,0.5328333333333334,0.1690716510903423
tdc_hia_hou,3,37,3,4,0.1,500,0.824,0.296,0.5973333333333333,0.14933333333333304
tdc_hia_hou,3,37,3,4,0.25,500,0.876,0.504,0.6436666666666667,0.13320872274143272
tdc_hia_hou,3,37,3,4,0.5,500,0.966,0.864,0.8038333333333334,0.0765109034267911
tdc_hia_hou,3,37,3,4,0.75,500,1.0,1.0,0.9473333333333332,0.02170716510903421
tdc_hia_hou,3,37,3,4,1.0,1,1.0,1.0,1.0,0.0
tdc_hia_hou,3,37,3,8,0.0,500,0.356,-0.030400000000000007,0.34249523809523813,0.13657320872274095
tdc_hia_hou,3,37,3,8,0.1,500,0.438,0.10079999999999999,0.38898571428571427,0.12290965732087178
tdc_hia_hou,3,37,3,8,0.25,500,0.516,0.22560000000000002,0.4302714285714286,0.1029345794392518
tdc_hia_hou,3,37,3,8,0.5,500,0.726,0.5616,0.5558904761904762,0.06032398753894025
tdc_hia_hou,3,37,3,8,0.75,500,0.908,0.8528,0.6727000000000001,0.0313831775700929
tdc_hia_hou,3,37,3,8,1.0,1,1.0,1.0,1.0,0.0
tdc_hia_hou,3,37,3,16,0.0,500,0.196,0.010461538461538432,0.2115642995892996,0.25781308411214743
tdc_hia_hou,3,37,3,16,0.1,500,0.24,0.06461538461538459,0.2558051282051282,0.2110218068535804
tdc_hia_hou,3,37,3,16,0.25,500,0.236,0.059692307692307656,0.25469778832278833,0.18671028037382956
tdc_hia_hou,3,37,3,16,0.5,500,0.364,0.2172307692307692,0.3139251304251304,0.1366355140186893
tdc_hia_hou,3,37,3,16,0.75,500,0.514,0.4018461538461538,0.4363374125874126,0.07725233644859597
tdc_hia_hou,3,37,3,16,1.0,1,1.0,1.0,1.0,0.0
tdc_hia_hou,3,37,3,32,0.0,500,0.096,0.00248275862068966,0.13022020788189131,0.2808411214953255
tdc_hia_hou,3,37,3,32,0.1,500,0.122,0.03117241379310345,0.1508998382052173,0.23915264797507604
tdc_hia_hou,3,37,3,32,0.25,500,0.168,0.08193103448275864,0.18976210391702877,0.20631775700934396
tdc_hia_hou,3,37,3,32,0.5,500,0.284,0.2099310344827586,0.2661240308019577,0.14657943925233427
tdc_hia_hou,3,37,3,32,0.75,500,0.49,0.4372413793103448,0.4143416494320911,0.08082242990653984
tdc_hia_hou,3,37,3,32,1.0,1,1.0,1.0,1.0,0.0
tdc_hia_hou,4,53,1,4,0.0,500,0.722,-0.112,0.5081666666666667,0.17761760660247553
tdc_hia_hou,4,53,1,4,0.1,500,0.804,0.216,0.5876666666666667,0.14458321870701474
tdc_hia_hou,4,53,1,4,0.25,500,0.888,0.552,0.643,0.1290398899587342
tdc_hia_hou,4,53,1,4,0.5,500,0.966,0.864,0.7558333333333332,0.08285006877579061
tdc_hia_hou,4,53,1,4,0.75,500,0.994,0.976,0.8948333333333333,0.036847317744153896
tdc_hia_hou,4,53,1,4,1.0,1,1.0,1.0,1.0,0.0
tdc_hia_hou,4,53,1,8,0.0,500,0.38,0.008000000000000004,0.3397285714285714,0.21277579092159551
tdc_hia_hou,4,53,1,8,0.1,500,0.456,0.12960000000000002,0.38392857142857145,0.182806052269601
tdc_hia_hou,4,53,1,8,0.25,500,0.586,0.3376,0.4802309523809524,0.15512517193947722
tdc_hia_hou,4,53,1,8,0.5,500,0.762,0.6192000000000001,0.5988000000000001,0.09589546079779913
tdc_hia_hou,4,53,1,8,0.75,500,0.95,0.92,0.7629523809523809,0.04343328748280607
tdc_hia_hou,4,53,1,8,1.0,1,1.0,1.0,1.0,0.0
tdc_hia_hou,4,53,1,16,0.0,500,0.208,0.0252307692307692,0.22109181929181929,0.3149931224209079
tdc_hia_hou,4,53,1,16,0.1,500,0.22,0.039999999999999966,0.23288304473304472,0.28906189821182954
tdc_hia_hou,4,53,1,16,0.25,500,0.276,0.1089230769230769,0.26302552725052725,0.22102063273727662
tdc_hia_hou,4,53,1,16,0.5,500,0.338,0.18523076923076923,0.32315001665001664,0.18022833562585988
tdc_hia_hou,4,53,1,16,0.75,500,0.564,0.46338461538461534,0.4665625263625263,0.11062723521320515
tdc_hia_hou,4,53,1,16,1.0,1,1.0,1.0,1.0,0.0
tdc_hia_hou,4,53,1,32,0.0,500,0.1,0.006896551724137931,0.1448216063023731,0.3042283356258596
tdc_hia_hou,4,53,1,32,0.1,500,0.148,0.05986206896551725,0.16266804769869975,0.26557083906464923
tdc_hia_hou,4,53,1,32,0.25,500,0.18,0.09517241379310344,0.18872688240443833,0.2175378266850069
tdc_hia_hou,4,53,1,32,0.5,500,0.28,0.20551724137931035,0.27034487507351646,0.15934800550206327
tdc_hia_hou,4,53,1,32,0.75,500,0.436,0.37765517241379304,0.40066932469879774,0.10013204951856956
tdc_hia_hou,4,53,1,32,1.0,1,1.0,1.0,1.0,0.0
tdc_hia_hou,4,53,2,4,0.0,500,0.774,0.096,0.5191666666666667,0.1334578431372552
tdc_hia_hou,4,53,2,4,0.1,500,0.74,-0.04,0.5176666666666666,0.09566372549019642
tdc_hia_hou,4,53,2,4,0.25,500,0.83,0.32,0.5978333333333332,0.07633137254901991
tdc_hia_hou,4,53,2,4,0.5,500,0.898,0.592,0.6215,0.03986078431372581
tdc_hia_hou,4,53,2,4,0.75,500,0.98,0.92,0.6623333333333332,0.02283431372549052
tdc_hia_hou,4,53,2,4,1.0,1,1.0,1.0,1.0,0.0
tdc_hia_hou,4,53,2,8,0.0,500,0.432,0.0912,0.37747619047619047,0.1463196078431374
tdc_hia_hou,4,53,2,8,0.1,500,0.434,0.09440000000000001,0.3818857142857143,0.12275490196078451
tdc_hia_hou,4,53,2,8,0.25,500,0.48,0.16800000000000004,0.39206904761904765,0.11187058823529429
tdc_hia_hou,4,53,2,8,0.5,500,0.638,0.42080000000000006,0.48868809523809525,0.06416862745098059
tdc_hia_hou,4,53,2,8,0.75,500,0.784,0.6544000000000001,0.6017309523809524,0.038866666666666855
tdc_hia_hou,4,53,2,8,1.0,1,1.0,1.0,1.0,0.0
tdc_hia_hou,4,53,2,16,0.0,500,0.192,0.005538461538461504,0.22198523698523698,0.24036372549019572
tdc_hia_hou,4,53,2,16,0.1,500,0.232,0.05476923076923073,0.2434876207126207,0.20013333333333297
tdc_hia_hou,4,53,2,16,0.25,500,0.262,0.09169230769230767,0.26173412143412145,0.14169607843137214
tdc_hia_hou,4,53,2,16,0.5,500,0.336,0.18276923076923074,0.3057688561438562,0.11217058823529373
tdc_hia_hou,4,53,2,16,0.75,500,0.406,0.26892307692307693,0.37723913308913315,0.07527843137254868
tdc_hia_hou,4,53,2,16,1.0,1,1.0,1.0,1.0,0.0
tdc_hia_hou,4,53,2,32,0.0,500,0.098,0.004689655172413798,0.12800400218765096,0.312525490196078
tdc_hia_hou,4,53,2,32,0.1,500,0.138,0.048827586206896555,0.1618734303816269,0.2371078431372545
tdc_hia_hou,4,53,2,32,0.25,500,0.162,0.07531034482758621,0.17335949802431372,0.21637156862745052
tdc_hia_hou,4,53,2,32,0.5,500,0.218,0.1371034482758621,0.21917729865281455,0.1467911764705878
tdc_hia_hou,4,53,2,32,0.75,500,0.326,0.2562758620689655,0.3002715619036451,0.10083333333333294
tdc_hia_hou,4,53,2,32,1.0,1,1.0,1.0,1.0,0.0
tdc_hia_hou,4,53,3,4,0.0,500,0.73,-0.08,0.5298333333333333,0.2388430769230777
tdc_hia_hou,4,53,3,4,0.1,500,0.814,0.256,0.5561666666666667,0.1761723076923081
tdc_hia_hou,4,53,3,4,0.25,500,0.788,0.152,0.5573333333333332,0.14820923076923107
tdc_hia_hou,4,53,3,4,0.5,500,0.906,0.624,0.6285,0.07662769230769226
tdc_hia_hou,4,53,3,4,0.75,500,0.984,0.936,0.664,0.0435199999999997
tdc_hia_hou,4,53,3,4,1.0,1,1.0,1.0,1.0,0.0
tdc_hia_hou,4,53,3,8,0.0,500,0.416,0.0656,0.3723595238095238,0.22492307692307673
tdc_hia_hou,4,53,3,8,0.1,500,0.42,0.072,0.36362142857142854,0.19088615384615332
tdc_hia_hou,4,53,3,8,0.25,500,0.466,0.14560000000000003,0.3832690476190476,0.16220923076923005
tdc_hia_hou,4,53,3,8,0.5,500,0.618,0.38880000000000003,0.49177619047619053,0.11017846153846082
tdc_hia_hou,4,53,3,8,0.75,500,0.674,0.47840000000000005,0.5285404761904763,0.08855384615384548
tdc_hia_hou,4,53,3,8,1.0,1,1.0,1.0,1.0,0.0
tdc_hia_hou,4,53,3,16,0.0,500,0.162,-0.03138461538461542,0.20541070596070596,0.2931415384615384
tdc_hia_hou,4,53,3,16,0.1,500,0.234,0.057230769230769196,0.2345668498168498,0.24194769230769209
tdc_hia_hou,4,53,3,16,0.25,500,0.266,0.09661538461538459,0.2689650793650794,0.19535076923076877
tdc_hia_hou,4,53,3,16,0.5,500,0.336,0.18276923076923074,0.30367442834942837,0.14735999999999946
tdc_hia_hou,4,53,3,16,0.75,500,0.44,0.31076923076923074,0.3674289210789211,0.11026461538461488
tdc_hia_hou,4,53,3,16,1.0,1,1.0,1.0,1.0,0.0
tdc_hia_hou,4,53,3,32,0.0,500,0.1,0.006896551724137934,0.1253967638493488,0.38172615384615405
tdc_hia_hou,4,53,3,32,0.1,500,0.138,0.048827586206896555,0.14502942841088928,0.32299076923076914
tdc_hia_hou,4,53,3,32,0.25,500,0.152,0.06427586206896552,0.17390342965444172,0.2603292307692304
tdc_hia_hou,4,53,3,32,0.5,500,0.232,0.15255172413793103,0.2336973227199012,0.18113846153846108
tdc_hia_hou,4,53,3,32,0.75,500,0.396,0.33351724137931027,0.34731265989219345,0.125821538461538
tdc_hia_hou,4,53,3,32,1.0,1,1.0,1.0,1.0,0.0
tdc_hia_hou,5,71,1,4,0.0,500,0.744,-0.024,0.503,0.33668259385665555
tdc_hia_hou,5,71,1,4,0.1,500,0.802,0.208,0.5601666666666667,0.2638498293515361
tdc_hia_hou,5,71,1,4,0.25,500,0.85,0.4,0.5798333333333334,0.21560409556314034
tdc_hia_hou,5,71,1,4,0.5,500,0.914,0.656,0.6671666666666666,0.13378839590443722
tdc_hia_hou,5,71,1,4,0.75,500,0.984,0.936,0.7516666666666667,0.08277133105802088
tdc_hia_hou,5,71,1,4,1.0,1,1.0,1.0,1.0,0.0
tdc_hia_hou,5,71,1,8,0.0,500,0.38,0.007999999999999988,0.3413833333333333,0.3012150170648474
tdc_hia_hou,5,71,1,8,0.1,500,0.418,0.0688,0.3714571428571429,0.2576723549488064
tdc_hia_hou,5,71,1,8,0.25,500,0.472,0.15519999999999998,0.39334761904761906,0.19759726962457438
tdc_hia_hou,5,71,1,8,0.5,500,0.59,0.344,0.45703809523809524,0.14277133105802153
tdc_hia_hou,5,71,1,8,0.75,500,0.698,0.5168,0.5590095238095237,0.09825938566553004
tdc_hia_hou,5,71,1,8,1.0,1,1.0,1.0,1.0,0.0
tdc_hia_hou,5,71,1,16,0.0,500,0.218,0.037538461538461514,0.23642044622044625,0.3224095563139938
tdc_hia_hou,5,71,1,16,0.1,500,0.22,0.039999999999999966,0.22902371794871795,0.28965187713310675
tdc_hia_hou,5,71,1,16,0.25,500,0.254,0.0818461538461538,0.2580932123432123,0.23009556313993287
tdc_hia_hou,5,71,1,16,0.5,500,0.39,0.2492307692307692,0.32866715784215783,0.17483276450512078
tdc_hia_hou,5,71,1,16,0.75,500,0.524,0.41415384615384615,0.440656993006993,0.12607508532423348
tdc_hia_hou,5,71,1,16,1.0,1,1.0,1.0,1.0,0.0
tdc_hia_hou,5,71,1,32,0.0,500,0.092,-0.0019310344827586162,0.12122972980931802,0.34135153583617794
tdc_hia_hou,5,71,1,32,0.1,500,0.12,0.028965517241379315,0.14695928341567474,0.2686416382252568
tdc_hia_hou,5,71,1,32,0.25,500,0.146,0.05765517241379311,0.16571483526995748,0.23846416382252658
tdc_hia_hou,5,71,1,32,0.5,500,0.204,0.12165517241379312,0.22138830512773497,0.16474402730375548
tdc_hia_hou,5,71,1,32,0.75,500,0.314,0.2430344827586207,0.2941793811145157,0.13462116040955766
tdc_hia_hou,5,71,1,32,1.0,1,1.0,1.0,1.0,0.0
tdc_hia_hou,5,71,2,4,0.0,500,0.766,0.064,0.5265,0.2403902439024393
tdc_hia_hou,5,71,2,4,0.1,500,0.81,0.24,0.5731666666666666,0.21754703832752637
tdc_hia_hou,5,71,2,4,0.25,500,0.87,0.48,0.6521666666666668,0.17914285714285738
tdc_hia_hou,5,71,2,4,0.5,500,0.952,0.808,0.7986666666666666,0.1087967479674798
tdc_hia_hou,5,71,2,4,0.75,500,0.996,0.984,0.955,0.026569105691056947
tdc_hia_hou,5,71,2,4,1.0,1,1.0,1.0,1.0,0.0
tdc_hia_hou,5,71,2,8,0.0,500,0.402,0.0432,0.36273095238095243,0.2966922183507552
tdc_hia_hou,5,71,2,8,0.1,500,0.47,0.152,0.4086738095238096,0.2652195121951222
tdc_hia_hou,5,71,2,8,0.25,500,0.564,0.3024,0.4726,0.2348385598141698
tdc_hia_hou,5,71,2,8,0.5,500,0.832,0.7312000000000001,0.6493380952380952,0.157535423925668
tdc_hia_hou,5,71,2,8,0.75,500,0.99,0.984,0.8935666666666666,0.04411614401858309
tdc_hia_hou,5,71,2,8,1.0,1,1.0,1.0,1.0,0.0
tdc_hia_hou,5,71,2,16,0.0,500,0.194,0.007999999999999965,0.21345240037740038,0.28663763066202125
tdc_hia_hou,5,71,2,16,0.1,500,0.204,0.020307692307692273,0.23625596903096902,0.25768408826945444
tdc_hia_hou,5,71,2,16,0.25,500,0.294,0.13107692307692304,0.29001692196692197,0.19260394889663218
tdc_hia_hou,5,71,2,16,0.5,500,0.468,0.3452307692307692,0.3808472305472305,0.12507897793263675
tdc_hia_hou,5,71,2,16,0.75,500,0.652,0.5716923076923077,0.5050061771561771,0.04382810685249727
tdc_hia_hou,5,71,2,16,1.0,1,1.0,1.0,1.0,0.0
tdc_hia_hou,5,71,2,32,0.0,500,0.118,0.026758620689655177,0.13650037164445428,0.535506387921022
tdc_hia_hou,5,71,2,32,0.1,500,0.114,0.022344827586206904,0.15205962101903514,0.4816759581881531
tdc_hia_hou,5,71,2,32,0.25,500,0.22,0.13931034482758622,0.22431751210854872,0.4135389082462251
tdc_hia_hou,5,71,2,32,0.5,500,0.426,0.36662068965517236,0.38792178271537275,0.27835307781649216
tdc_hia_hou,5,71,2,32,0.75,500,0.77,0.7462068965517241,0.6591222943722944,0.14026016260162566
tdc_hia_hou,5,71,2,32,1.0,1,1.0,1.0,1.0,0.0
tdc_hia_hou,5,71,3,4,0.0,500,0.782,0.128,0.5341666666666668,0.16295091164095407
tdc_hia_hou,5,71,3,4,0.1,500,0.792,0.168,0.5466666666666667,0.13012622720897649
tdc_hia_hou,5,71,3,4,0.25,500,0.852,0.408,0.611,0.11469284712482497
tdc_hia_hou,5,71,3,4,0.5,500,0.916,0.664,0.668,0.08212622720897644
tdc_hia_hou,5,71,3,4,0.75,500,0.994,0.976,0.8121666666666666,0.03937166900420776
tdc_hia_hou,5,71,3,4,1.0,1,1.0,1.0,1.0,0.0
tdc_hia_hou,5,71,3,8,0.0,500,0.38,0.008,0.3473928571428571,0.19254417952314123
tdc_hia_hou,5,71,3,8,0.1,500,0.416,0.06559999999999998,0.35478095238095236,0.1797924263674611
tdc_hia_hou,5,71,3,8,0.25,500,0.516,0.22560000000000002,0.4188095238095238,0.14503225806451578
tdc_hia_hou,5,71,3,8,0.5,500,0.684,0.49440000000000006,0.5382928571428572,0.10954277699859721
tdc_hia_hou,5,71,3,8,0.75,500,0.892,0.8272,0.7142666666666666,0.058081346423562163
tdc_hia_hou,5,71,3,8,1.0,1,1.0,1.0,1.0,0.0
tdc_hia_hou,5,71,3,16,0.0,500,0.17,-0.02153846153846157,0.21122349317349318,0.2278485273492281
tdc_hia_hou,5,71,3,16,0.1,500,0.22,0.039999999999999966,0.2192912837162837,0.19279663394109356
tdc_hia_hou,5,71,3,16,0.25,500,0.268,0.09907692307692306,0.2717217005217005,0.13279102384291683
tdc_hia_hou,5,71,3,16,0.5,500,0.34,0.18769230769230766,0.3149230186480187,0.10089481065918607
tdc_hia_hou,5,71,3,16,0.75,500,0.412,0.27630769230769225,0.36108093573093575,0.07658906030855493
tdc_hia_hou,5,71,3,16,1.0,1,1.0,1.0,1.0,0.0
tdc_hia_hou,5,71,3,32,0.0,500,0.104,0.011310344827586206,0.13366185424570665,0.30602244039270654
tdc_hia_hou,5,71,3,32,0.1,500,0.124,0.03337931034482759,0.15710035313442097,0.24255539971949472
tdc_hia_hou,5,71,3,32,0.25,500,0.15,0.062068965517241385,0.1768880665619599,0.21012622720897592
tdc_hia_hou,5,71,3,32,0.5,500,0.272,0.19668965517241377,0.251459040089945,0.14771388499298715
tdc_hia_hou,5,71,3,32,0.75,500,0.334,0.265103448275862,0.3077719367256743,0.10402805049088325
tdc_hia_hou,5,71,3,32,1.0,1,1.0,1.0,1.0,0.0
tdc_pgp_broccatelli,1,11,1,4,0.0,500,0.732,-0.072,0.4953333333333333,0.1147158622523612
tdc_pgp_broccatelli,1,11,1,4,0.1,500,0.79,0.16,0.5525,0.10011248504188379
tdc_pgp_broccatelli,1,11,1,4,0.25,500,0.878,0.512,0.6518333333333333,0.07969658290121086
tdc_pgp_broccatelli,1,11,1,4,0.5,500,0.956,0.824,0.7526666666666667,0.05291796303683101
tdc_pgp_broccatelli,1,11,1,4,0.75,500,1.0,1.0,0.8823333333333334,0.024627044276027563
tdc_pgp_broccatelli,1,11,1,4,1.0,1,1.0,1.0,1.0,0.0
tdc_pgp_broccatelli,1,11,1,8,0.0,500,0.416,0.0656,0.3647214285714286,0.4529748703629839
tdc_pgp_broccatelli,1,11,1,8,0.1,500,0.432,0.09119999999999999,0.3790880952380952,0.4169501396090947
tdc_pgp_broccatelli,1,11,1,8,0.25,500,0.518,0.2288,0.41953809523809527,0.34461348224970084
tdc_pgp_broccatelli,1,11,1,8,0.5,500,0.612,0.37920000000000004,0.4919119047619048,0.17620023932987608
