dataset,seed,outer_fold,pool_size,alternative_selector,candidate_changed_vs_roc,delta_outer_roc_auc_vs_roc_selector,delta_outer_pr_auc_vs_roc_selector,delta_outer_minority_recall_vs_roc_selector,delta_outer_balanced_recall_vs_roc_selector
clintox,53,3,16,minority_constrained,0,0.0,0.0,0.0,0.0
clintox,53,3,32,minority_constrained,1,0.007543859649122964,-0.02104066771629398,0.13333333333333341,0.020614035087719307
clintox,71,1,4,minority_constrained,0,0.0,0.0,0.0,0.0
clintox,71,1,8,minority_constrained,1,-0.04867168913560671,-0.05041634788537869,-0.038461538461538436,0.02716098334655026
clintox,71,1,16,minority_constrained,1,-0.04867168913560671,-0.05041634788537869,-0.038461538461538436,0.02716098334655026
clintox,71,1,32,minority_constrained,1,-0.04867168913560671,-0.05041634788537869,-0.038461538461538436,0.02716098334655026
clintox,71,2,4,minority_constrained,0,0.0,0.0,0.0,0.0
clintox,71,2,8,minority_constrained,0,0.0,0.0,0.0,0.0
clintox,71,2,16,minority_constrained,1,0.0015917150225659427,-0.06237554222239189,-0.02127659574468077,-0.02768375241779486
clintox,71,2,32,minority_constrained,0,0.0,0.0,0.0,0.0
clintox,71,3,4,minority_constrained,1,-0.008168822328114334,-0.04095375545699942,-0.02564102564102566,-0.01945768096210576
clintox,71,3,8,minority_constrained,1,-0.024137735420921347,-0.007282231794375815,0.05128205128205132,0.026747220331291066
clintox,71,3,16,minority_constrained,0,0.0,0.0,0.0,0.0
clintox,71,3,32,minority_constrained,1,0.01140231449965956,0.06561751425805679,0.10256410256410253,-0.052700249602904425
clintox,83,1,4,minority_constrained,1,-0.011249469364652542,-0.009236097695786594,-0.05405405405405406,0.000459883967737329
clintox,83,1,8,minority_constrained,1,0.02957407669449552,0.03795051352639839,-0.05405405405405406,0.05281590491014576
clintox,83,1,16,minority_constrained,1,-0.017475590774020167,-0.04924480144331461,-0.027027027027027084,0.03491580585821419
clintox,83,1,32,minority_constrained,1,0.00689825951606049,-0.06655645632472834,-0.027027027027027084,0.07680062261214093
clintox,83,2,4,minority_constrained,0,0.0,0.0,0.0,0.0
clintox,83,2,8,minority_constrained,1,-0.025338021531880806,-0.04742049513079122,-0.20408163265306123,0.01962881067169331
clintox,83,2,16,minority_constrained,1,0.04732301446333431,0.1656170895664439,0.1428571428571429,0.017254503933011978
clintox,83,2,32,minority_constrained,1,0.04732301446333431,0.1656170895664439,0.1428571428571429,0.017254503933011978
clintox,83,3,4,minority_constrained,1,-0.020821967630478277,0.02469976656580969,-0.07692307692307687,-0.06919439898163293
clintox,83,3,8,minority_constrained,1,0.02109474449899984,0.0411174243790427,0.0,0.027186761229314516
clintox,83,3,16,minority_constrained,1,0.02109474449899984,0.0411174243790427,0.0,0.027186761229314516
clintox,83,3,32,minority_constrained,1,0.04755410074559008,0.00539213899594701,0.11538461538461542,0.015139116202946057
clintox,97,1,4,minority_constrained,1,-0.04470802919708017,-0.05005759111282518,-0.09090909090909094,-0.014432647644326613
clintox,97,1,8,minority_constrained,0,0.0,0.0,0.0,0.0
clintox,97,1,16,minority_constrained,0,0.0,0.0,0.0,0.0
clintox,97,1,32,minority_constrained,0,0.0,0.0,0.0,0.0
clintox,97,2,4,minority_constrained,0,0.0,0.0,0.0,0.0
clintox,97,2,8,minority_constrained,0,0.0,0.0,0.0,0.0
clintox,97,2,16,minority_constrained,1,0.003172085646312439,-0.04165108413992519,0.0,-0.021907216494845283
clintox,97,2,32,minority_constrained,0,0.0,0.0,0.0,0.0
clintox,97,3,4,minority_constrained,0,0.0,0.0,0.0,0.0
clintox,97,3,8,minority_constrained,1,-0.038713282247765046,-0.012564310785657895,-0.06896551724137934,-0.026380906768837864
clintox,97,3,16,minority_constrained,1,0.0025542784163472554,-0.0013788061185148193,0.034482758620689724,-0.03947158365261816
clintox,97,3,32,minority_constrained,1,-0.015525223499361362,-0.025726849935065688,0.0,-0.02430555555555558
clintox,113,1,4,minority_constrained,0,0.0,0.0,0.0,0.0
clintox,113,1,8,minority_constrained,0,0.0,0.0,0.0,0.0
clintox,113,1,16,minority_constrained,0,0.0,0.0,0.0,0.0
clintox,113,1,32,minority_constrained,0,0.0,0.0,0.0,0.0
clintox,113,2,4,minority_constrained,0,0.0,0.0,0.0,0.0
clintox,113,2,8,minority_constrained,0,0.0,0.0,0.0,0.0
clintox,113,2,16,minority_constrained,0,0.0,0.0,0.0,0.0
clintox,113,2,32,minority_constrained,0,0.0,0.0,0.0,0.0
clintox,113,3,4,minority_constrained,0,0.0,0.0,0.0,0.0
clintox,113,3,8,minority_constrained,0,0.0,0.0,0.0,0.0
clintox,113,3,16,minority_constrained,0,0.0,0.0,0.0,0.0
clintox,113,3,32,minority_constrained,1,-0.016699735449735464,-0.08500865057243784,-0.04761904761904767,0.009176587301587213
clintox,127,1,4,minority_constrained,0,0.0,0.0,0.0,0.0
clintox,127,1,8,minority_constrained,0,0.0,0.0,0.0,0.0
clintox,127,1,16,minority_constrained,0,0.0,0.0,0.0,0.0
clintox,127,1,32,minority_constrained,0,0.0,0.0,0.0,0.0
clintox,127,2,4,minority_constrained,0,0.0,0.0,0.0,0.0
clintox,127,2,8,minority_constrained,0,0.0,0.0,0.0,0.0
clintox,127,2,16,minority_constrained,0,0.0,0.0,0.0,0.0
clintox,127,2,32,minority_constrained,1,0.04961317020510969,0.07535375473098249,0.0357142857142857,0.0871266642677222
clintox,127,3,4,minority_constrained,1,-0.02733242367388722,-0.09203666282978701,-0.04878048780487798,0.02106430155210648
clintox,127,3,8,minority_constrained,1,-0.026735459662288852,-0.022764209807393132,-0.19512195121951215,0.06764881460003414
clintox,127,3,16,minority_constrained,1,-0.026735459662288852,-0.022764209807393132,-0.19512195121951215,0.06764881460003414
clintox,127,3,32,minority_constrained,1,0.02070185911649325,0.05070680056276633,-0.04878048780487798,0.026309056796861685
clintox,149,1,4,minority_constrained,1,-0.000468164794007353,0.0611415645609964,0.03125,0.006261704119850275
clintox,149,1,8,minority_constrained,0,0.0,0.0,0.0,0.0
clintox,149,1,16,minority_constrained,1,-0.01814138576779034,-0.07966000522027578,-0.09375,-0.019721441947565532
clintox,149,1,32,minority_constrained,1,-0.022296348314606806,0.04811172820893572,-0.15625,-0.002282303370786387
clintox,149,2,4,minority_constrained,0,0.0,0.0,0.0,0.0
clintox,149,2,8,minority_constrained,0,0.0,0.0,0.0,0.0
clintox,149,2,16,minority_constrained,0,0.0,0.0,0.0,0.0
clintox,149,2,32,minority_constrained,0,0.0,0.0,0.0,0.0
clintox,149,3,4,minority_constrained,1,-0.0076899030947172875,-0.027088225274266187,0.0,0.02188183807439814
clintox,149,3,8,minority_constrained,0,0.0,0.0,0.0,0.0
clintox,149,3,16,minority_constrained,0,0.0,0.0,0.0,0.0
clintox,149,3,32,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_hia_hou,11,1,4,minority_constrained,1,0.008538422903063836,0.002656478150810382,0.0,-0.01104972375690616
tdc_hia_hou,11,1,8,minority_constrained,1,-0.0023438807969193842,-0.0005152356644320122,0.0,0.016574585635359185
tdc_hia_hou,11,1,16,minority_constrained,1,-0.0023438807969193842,-0.0005152356644320122,0.0,0.016574585635359185
tdc_hia_hou,11,1,32,minority_constrained,1,-0.0023438807969193842,-0.0005152356644320122,0.0,0.016574585635359185
tdc_hia_hou,11,2,4,minority_constrained,1,-0.024099378881987543,-0.004435381385550774,0.039999999999999925,-0.023478260869565393
tdc_hia_hou,11,2,8,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_hia_hou,11,2,16,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_hia_hou,11,2,32,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_hia_hou,11,3,4,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_hia_hou,11,3,8,minority_constrained,1,0.023259493670885978,0.0050173834026482345,0.050000000000000044,0.037658227848101355
tdc_hia_hou,11,3,16,minority_constrained,1,0.023259493670885978,0.0050173834026482345,0.050000000000000044,0.037658227848101355
tdc_hia_hou,11,3,32,minority_constrained,1,0.023259493670885978,0.0050173834026482345,0.050000000000000044,0.037658227848101355
tdc_hia_hou,23,1,4,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_hia_hou,23,1,8,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_hia_hou,23,1,16,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_hia_hou,23,1,32,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_hia_hou,23,2,4,minority_constrained,1,-0.0007396449704140107,-4.685953661720532e-05,0.11538461538461542,0.022435897435897467
tdc_hia_hou,23,2,8,minority_constrained,1,0.022928994082840437,0.008505119002125583,0.038461538461538436,0.10897435897435903
tdc_hia_hou,23,2,16,minority_constrained,1,0.004930966469428033,0.0012702184059758537,0.0,0.15064102564102566
tdc_hia_hou,23,2,32,minority_constrained,1,0.004930966469428033,0.0012702184059758537,0.0,0.15064102564102566
tdc_hia_hou,23,3,4,minority_constrained,1,0.018701298701298774,0.005117262714485871,-0.040000000000000036,0.06441558441558448
tdc_hia_hou,23,3,8,minority_constrained,1,-0.005714285714285672,-0.0025955770798335998,-0.040000000000000036,0.041688311688311774
tdc_hia_hou,23,3,16,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_hia_hou,23,3,32,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_hia_hou,37,1,4,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_hia_hou,37,1,8,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_hia_hou,37,1,16,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_hia_hou,37,1,32,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_hia_hou,37,2,4,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_hia_hou,37,2,8,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_hia_hou,37,2,16,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_hia_hou,37,2,32,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_hia_hou,37,3,4,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_hia_hou,37,3,8,minority_constrained,1,-0.005263157894736636,-0.0008055004026336077,-0.09999999999999998,-0.020394736842105243
tdc_hia_hou,37,3,16,minority_constrained,1,-0.01611842105263117,-0.0025492983921465706,-0.04999999999999993,-0.06447368421052624
tdc_hia_hou,37,3,32,minority_constrained,1,-0.06019736842105239,-0.009383176546227001,-0.29999999999999993,-0.13026315789473686
tdc_hia_hou,53,1,4,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_hia_hou,53,1,8,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_hia_hou,53,1,16,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_hia_hou,53,1,32,minority_constrained,1,0.004749725977347574,0.0016990394143128196,-0.04347826086956519,0.020277676287906443
tdc_hia_hou,53,2,4,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_hia_hou,53,2,8,minority_constrained,1,-0.005545617173523976,-0.006963053003681385,-0.038461538461538436,-0.033184257602862255
tdc_hia_hou,53,2,16,minority_constrained,1,-0.042397137745974756,-0.019461195519473562,0.038461538461538436,-0.011001788908765686
tdc_hia_hou,53,2,32,minority_constrained,1,-0.042397137745974756,-0.019461195519473562,0.038461538461538436,-0.011001788908765686
tdc_hia_hou,53,3,4,minority_constrained,1,0.00249272953884494,0.0005713547360899351,0.0,-0.027108433734939763
tdc_hia_hou,53,3,8,minority_constrained,1,0.019941836310760186,0.0035299534494719342,0.0,0.05722891566265065
tdc_hia_hou,53,3,16,minority_constrained,1,0.014540922309929427,0.002367206318758752,0.0,0.08734939759036153
tdc_hia_hou,53,3,32,minority_constrained,1,0.006855006231823557,0.001966959268429158,0.034482758620689724,0.05037390943082687
tdc_hia_hou,71,1,4,minority_constrained,1,0.013146734520780301,0.0022924570118976195,0.05555555555555558,0.0010602205258694042
tdc_hia_hou,71,1,8,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_hia_hou,71,1,16,minority_constrained,1,0.02247667514843077,0.0059434630603077965,0.11111111111111116,-0.04368108566581852
tdc_hia_hou,71,1,32,minority_constrained,1,0.02247667514843077,0.0059434630603077965,0.11111111111111116,-0.04368108566581852
tdc_hia_hou,71,2,4,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_hia_hou,71,2,8,minority_constrained,1,-0.011520737327188946,-0.008736008968023734,-0.09375,-0.012312788018433163
tdc_hia_hou,71,2,16,minority_constrained,1,-0.011520737327188946,-0.008736008968023734,-0.09375,-0.012312788018433163
tdc_hia_hou,71,2,32,minority_constrained,1,-0.011520737327188946,-0.008736008968023734,-0.09375,-0.012312788018433163
tdc_hia_hou,71,3,4,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_hia_hou,71,3,8,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_hia_hou,71,3,16,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_hia_hou,71,3,32,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_hia_hou,83,1,4,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_hia_hou,83,1,8,minority_constrained,1,-0.0028397565922921864,-0.0003976258245389497,0.05882352941176472,0.01561866125760647
tdc_hia_hou,83,1,16,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_hia_hou,83,1,32,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_hia_hou,83,2,4,minority_constrained,1,-0.010104250200481113,-0.002198697806327199,-0.034482758620689724,-0.021892542101042523
tdc_hia_hou,83,2,8,minority_constrained,1,-0.010104250200481113,-0.002198697806327199,-0.034482758620689724,-0.021892542101042523
tdc_hia_hou,83,2,16,minority_constrained,1,-0.010104250200481113,-0.002198697806327199,-0.034482758620689724,-0.021892542101042523
tdc_hia_hou,83,2,32,minority_constrained,1,-0.010104250200481113,-0.002198697806327199,-0.034482758620689724,-0.021892542101042523
tdc_hia_hou,83,3,4,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_hia_hou,83,3,8,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_hia_hou,83,3,16,minority_constrained,1,-0.011830357142857073,-0.0052098879869654224,-0.0625,0.022321428571428603
tdc_hia_hou,83,3,32,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_hia_hou,97,1,4,minority_constrained,1,-0.009903381642512143,-0.0076740281236024055,-0.033333333333333326,-0.013043478260869601
tdc_hia_hou,97,1,8,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_hia_hou,97,1,16,minority_constrained,1,0.02741545893719799,0.01728443829234927,0.06666666666666665,0.04057971014492745
tdc_hia_hou,97,1,32,minority_constrained,1,0.02741545893719799,0.01728443829234927,0.06666666666666665,0.04057971014492745
tdc_hia_hou,97,2,4,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_hia_hou,97,2,8,minority_constrained,1,0.0012345679012344402,-6.459071971798291e-05,0.050000000000000044,0.003395061728395099
tdc_hia_hou,97,2,16,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_hia_hou,97,2,32,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_hia_hou,97,3,4,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_hia_hou,97,3,8,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_hia_hou,97,3,16,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_hia_hou,97,3,32,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_hia_hou,113,1,4,minority_constrained,1,-0.004566210045661934,-0.0013592144425892405,0.0,-0.006849315068493067
tdc_hia_hou,113,1,8,minority_constrained,1,-0.008806262230919515,-0.0010214267062039761,-0.04761904761904756,-0.027234181343770314
tdc_hia_hou,113,1,16,minority_constrained,1,-0.008806262230919515,-0.0010214267062039761,-0.04761904761904756,-0.027234181343770314
tdc_hia_hou,113,1,32,minority_constrained,1,0.004240052185258025,0.0004833097697102273,-0.04761904761904756,0.02071102413568171
tdc_hia_hou,113,2,4,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_hia_hou,113,2,8,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_hia_hou,113,2,16,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_hia_hou,113,2,32,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_hia_hou,113,3,4,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_hia_hou,113,3,8,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_hia_hou,113,3,16,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_hia_hou,113,3,32,minority_constrained,1,-0.021146616541353414,-0.005448013153596776,0.0,-0.006578947368421018
tdc_hia_hou,127,1,4,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_hia_hou,127,1,8,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_hia_hou,127,1,16,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_hia_hou,127,1,32,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_hia_hou,127,2,4,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_hia_hou,127,2,8,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_hia_hou,127,2,16,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_hia_hou,127,2,32,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_hia_hou,127,3,4,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_hia_hou,127,3,8,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_hia_hou,127,3,16,minority_constrained,1,-0.040175666883539574,-0.007320698593616171,-0.1724137931034483,-0.10743331164606384
tdc_hia_hou,127,3,32,minority_constrained,1,-0.019518542615485024,-0.0017078350728544356,-0.1724137931034483,-0.10271633051398832
tdc_hia_hou,149,1,4,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_hia_hou,149,1,8,minority_constrained,1,0.009259259259259078,0.0017575398136774334,0.05555555555555558,-0.01041666666666663
tdc_hia_hou,149,1,16,minority_constrained,1,0.009259259259259078,0.0017575398136774334,0.05555555555555558,-0.01041666666666663
tdc_hia_hou,149,1,32,minority_constrained,1,0.009259259259259078,0.0017575398136774334,0.05555555555555558,-0.01041666666666663
tdc_hia_hou,149,2,4,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_hia_hou,149,2,8,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_hia_hou,149,2,16,minority_constrained,1,0.00909090909090926,0.003548341944876632,-0.045454545454545414,0.000606060606060721
tdc_hia_hou,149,2,32,minority_constrained,1,0.00909090909090926,0.003548341944876632,-0.045454545454545414,0.000606060606060721
tdc_hia_hou,149,3,4,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_hia_hou,149,3,8,minority_constrained,1,0.018778742973939777,0.006451095721357825,0.07894736842105265,0.022483392948390413
tdc_hia_hou,149,3,16,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_hia_hou,149,3,32,minority_constrained,1,-0.0006387327542156651,-0.0007295942491866159,-0.052631578947368474,-0.03845171180378126
tdc_pgp_broccatelli,11,1,4,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,11,1,8,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,11,1,16,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,11,1,32,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,11,2,4,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,11,2,8,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,11,2,16,minority_constrained,1,0.009684678650842438,0.006593900824261811,-0.049079754601227044,-0.0027058161652423474
tdc_pgp_broccatelli,11,2,32,minority_constrained,1,0.009684678650842438,0.006593900824261811,-0.049079754601227044,-0.0027058161652423474
tdc_pgp_broccatelli,11,3,4,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,11,3,8,minority_constrained,1,-0.0019822485207101614,-0.0031782573746532705,0.029585798816567976,0.017292899408283935
tdc_pgp_broccatelli,11,3,16,minority_constrained,1,-0.0025739644970416142,-0.002719907887778983,-0.011834319526627168,-0.00591715976331364
tdc_pgp_broccatelli,11,3,32,minority_constrained,1,-0.0025739644970416142,-0.002719907887778983,-0.011834319526627168,-0.00591715976331364
tdc_pgp_broccatelli,23,1,4,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,23,1,8,minority_constrained,1,0.008862433862434016,0.006777448412728759,0.0,0.00694444444444442
tdc_pgp_broccatelli,23,1,16,minority_constrained,1,0.005026455026455046,0.003729941002726611,0.05142857142857149,0.00951058201058208
tdc_pgp_broccatelli,23,1,32,minority_constrained,1,0.005026455026455046,0.003729941002726611,0.05142857142857149,0.00951058201058208
tdc_pgp_broccatelli,23,2,4,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,23,2,8,minority_constrained,1,0.005058630058630387,0.0046992261884345465,-0.01851851851851849,0.0023237523237522595
tdc_pgp_broccatelli,23,2,16,minority_constrained,1,0.005058630058630387,0.0046992261884345465,-0.01851851851851849,0.0023237523237522595
tdc_pgp_broccatelli,23,2,32,minority_constrained,1,-0.004147004147003974,-0.00162997293005962,-0.06018518518518512,-0.028162090662090633
tdc_pgp_broccatelli,23,3,4,minority_constrained,1,0.011761561079924987,0.019276217239455606,-0.05747126436781613,-0.02001470195134991
tdc_pgp_broccatelli,23,3,8,minority_constrained,1,-0.02552793370756512,-0.0035067413805563996,-0.08045977011494254,-0.028601978080727064
tdc_pgp_broccatelli,23,3,16,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,23,3,32,minority_constrained,1,-0.002038225073509703,0.007923012879571756,0.01724137931034475,0.008620689655172376
tdc_pgp_broccatelli,37,1,4,minority_constrained,1,-0.01469770165422335,-0.011741979835179994,-0.042424242424242364,-0.01638120333772508
tdc_pgp_broccatelli,37,1,8,minority_constrained,1,-0.028722002635045984,-0.027632013359689567,-0.06666666666666665,-0.057487922705314
tdc_pgp_broccatelli,37,1,16,minority_constrained,1,-0.05413555848338436,-0.04781850943414001,-0.08484848484848484,-0.07382520860781727
tdc_pgp_broccatelli,37,1,32,minority_constrained,1,-0.05413555848338436,-0.04781850943414001,-0.08484848484848484,-0.07382520860781727
tdc_pgp_broccatelli,37,2,4,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,37,2,8,minority_constrained,1,0.004538619275461397,-0.011753390591366819,-0.022857142857142798,0.005317840054682277
tdc_pgp_broccatelli,37,2,16,minority_constrained,1,0.012057416267942767,0.018044855641752178,0.039999999999999925,0.00564593301435401
tdc_pgp_broccatelli,37,2,32,minority_constrained,1,0.012057416267942767,0.018044855641752178,0.039999999999999925,0.00564593301435401
tdc_pgp_broccatelli,37,3,4,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,37,3,8,minority_constrained,1,-0.013362193362193353,-0.01458145180828796,-0.09777777777777774,-0.031572871572871475
tdc_pgp_broccatelli,37,3,16,minority_constrained,1,-0.003607503607503615,-0.0012912500142807648,-0.07111111111111112,-0.02256854256854246
tdc_pgp_broccatelli,37,3,32,minority_constrained,1,-0.003607503607503615,-0.0012912500142807648,-0.07111111111111112,-0.02256854256854246
tdc_pgp_broccatelli,53,1,4,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,53,1,8,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,53,1,16,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,53,1,32,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,53,2,4,minority_constrained,1,-0.001036644165863132,-0.0056292142951899216,0.0,0.002941176470588225
tdc_pgp_broccatelli,53,2,8,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,53,2,16,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,53,2,32,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,53,3,4,minority_constrained,1,-0.003278029160382001,-0.008781730482318006,-0.027450980392156876,-0.0034690799396681626
tdc_pgp_broccatelli,53,3,8,minority_constrained,1,-0.011101055806938098,-0.009153972698783042,-0.0039215686274509665,-0.007088989441930593
tdc_pgp_broccatelli,53,3,16,minority_constrained,1,0.006716943187531577,0.012732869897424393,-0.0039215686274509665,0.0288084464555054
tdc_pgp_broccatelli,53,3,32,minority_constrained,1,0.006716943187531577,0.012732869897424393,-0.0039215686274509665,0.0288084464555054
tdc_pgp_broccatelli,71,1,4,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,71,1,8,minority_constrained,1,0.0043179327066794615,-0.0010526481325220383,0.06211180124223603,0.023034510246786488
tdc_pgp_broccatelli,71,1,16,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,71,1,32,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,71,2,4,minority_constrained,1,-0.0008185635988327,-0.0008879053087089694,0.0358744394618834,0.010000711794433625
tdc_pgp_broccatelli,71,2,8,minority_constrained,1,0.014912093387429604,0.010700335184598786,-0.017937219730941756,0.0188091679123068
tdc_pgp_broccatelli,71,2,16,minority_constrained,1,0.014912093387429604,0.010700335184598786,-0.017937219730941756,0.0188091679123068
tdc_pgp_broccatelli,71,2,32,minority_constrained,1,0.014912093387429604,0.010700335184598786,-0.017937219730941756,0.0188091679123068
tdc_pgp_broccatelli,71,3,4,minority_constrained,1,-0.00515299617509557,-0.013819646458041235,-0.04972375690607744,-0.01765033999150023
tdc_pgp_broccatelli,71,3,8,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,71,3,16,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,71,3,32,minority_constrained,1,-0.021329154271143236,-0.021729940548704363,-0.022099447513812098,-0.039895877603059904
tdc_pgp_broccatelli,83,1,4,minority_constrained,1,-0.008464462517680293,-0.019958244532143454,-0.0892857142857143,-0.014939886845827477
tdc_pgp_broccatelli,83,1,8,minority_constrained,1,-0.00869651697312579,-0.0038360989890999786,-0.013392857142857206,-0.00917167609618108
tdc_pgp_broccatelli,83,1,16,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,83,1,32,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,83,2,4,minority_constrained,1,-0.017785714285714294,-0.012023060747631376,-0.09523809523809523,-0.029619047619047545
tdc_pgp_broccatelli,83,2,8,minority_constrained,1,0.009785714285714175,0.0076290460120980175,0.029761904761904767,0.020880952380952333
tdc_pgp_broccatelli,83,2,16,minority_constrained,1,0.015238095238095384,0.011374397783761592,-0.005952380952381042,0.0030238095238095397
tdc_pgp_broccatelli,83,2,32,minority_constrained,1,0.015238095238095384,0.011374397783761592,-0.005952380952381042,0.0030238095238095397
tdc_pgp_broccatelli,83,3,4,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,83,3,8,minority_constrained,1,-0.006788202163924839,-0.005199744507869641,-0.011560693641618491,-0.010908551949014411
tdc_pgp_broccatelli,83,3,16,minority_constrained,1,-0.008759448643841816,-0.00704506433030605,-0.052023121387283267,-0.03883207351415452
tdc_pgp_broccatelli,83,3,32,minority_constrained,1,-0.008759448643841816,-0.00704506433030605,-0.052023121387283267,-0.03883207351415452
tdc_pgp_broccatelli,97,1,4,minority_constrained,1,0.002935010482180256,-0.004804629902314339,-0.04402515723270439,-0.009891366495140108
tdc_pgp_broccatelli,97,1,8,minority_constrained,1,-0.010596531351248384,-0.012380702788361564,-0.05031446540880502,-0.0009148084619782226
tdc_pgp_broccatelli,97,1,16,minority_constrained,1,0.007432818753573489,0.006227533236211946,0.0,0.0181818181818183
