dataset,task_type,seed,outer_fold,pool_size,tau,tau_status,fixed_tau_regret,crossfit_tau_success,same_fold_tau_success,validation_near_equivalent_n,crossfit_near_equivalent_n,same_fold_near_equivalent_n,validation_crossfit_set_jaccard,selected_in_crossfit_set
tdc_hia_hou,classification,37,3,8,0.005,retrospective working threshold with sensitivity grid,0.0028947368421053986,0,1,3,3,2,1.0,1
tdc_hia_hou,classification,37,3,8,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,4,5,3,0.8,1
tdc_hia_hou,classification,37,3,8,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,5,7,6,0.7142857142857143,1
tdc_hia_hou,classification,37,3,16,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,2,3,3,0.6666666666666666,1
tdc_hia_hou,classification,37,3,16,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,4,7,3,0.5714285714285714,1
tdc_hia_hou,classification,37,3,16,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,8,12,7,0.6666666666666666,1
tdc_hia_hou,classification,37,3,32,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,2,3,3,0.6666666666666666,1
tdc_hia_hou,classification,37,3,32,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,4,7,4,0.5714285714285714,1
tdc_hia_hou,classification,37,3,32,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,13,19,9,0.5238095238095238,1
tdc_hia_hou,classification,53,1,4,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,1,3,1,0.3333333333333333,1
tdc_hia_hou,classification,53,1,4,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,1,3,1,0.3333333333333333,1
tdc_hia_hou,classification,53,1,4,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,4,3,1,0.75,1
tdc_hia_hou,classification,53,1,8,0.005,retrospective working threshold with sensitivity grid,0.0,1,0,3,3,1,0.2,1
tdc_hia_hou,classification,53,1,8,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,3,6,2,0.2857142857142857,1
tdc_hia_hou,classification,53,1,8,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,4,7,2,0.5714285714285714,1
tdc_hia_hou,classification,53,1,16,0.005,retrospective working threshold with sensitivity grid,0.0,1,0,3,3,1,0.0,0
tdc_hia_hou,classification,53,1,16,0.01,retrospective working threshold with sensitivity grid,0.0,1,0,5,7,2,0.3333333333333333,1
tdc_hia_hou,classification,53,1,16,0.02,retrospective working threshold with sensitivity grid,0.0,1,0,7,13,4,0.5384615384615384,1
tdc_hia_hou,classification,53,1,32,0.005,retrospective working threshold with sensitivity grid,0.0,1,0,3,3,1,0.0,0
tdc_hia_hou,classification,53,1,32,0.01,retrospective working threshold with sensitivity grid,0.0,1,0,5,7,3,0.3333333333333333,1
tdc_hia_hou,classification,53,1,32,0.02,retrospective working threshold with sensitivity grid,0.0,1,0,9,21,7,0.30434782608695654,1
tdc_hia_hou,classification,53,2,4,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,3,3,2,1.0,1
tdc_hia_hou,classification,53,2,4,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,3,3,2,1.0,1
tdc_hia_hou,classification,53,2,4,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,3,3,3,1.0,1
tdc_hia_hou,classification,53,2,8,0.005,retrospective working threshold with sensitivity grid,0.0,1,0,1,3,2,0.3333333333333333,1
tdc_hia_hou,classification,53,2,8,0.01,retrospective working threshold with sensitivity grid,0.0,1,0,1,6,2,0.16666666666666666,1
tdc_hia_hou,classification,53,2,8,0.02,retrospective working threshold with sensitivity grid,0.0,1,0,6,7,4,0.8571428571428571,1
tdc_hia_hou,classification,53,2,16,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,1,3,2,0.3333333333333333,1
tdc_hia_hou,classification,53,2,16,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,1,7,3,0.14285714285714285,1
tdc_hia_hou,classification,53,2,16,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,4,13,6,0.3076923076923077,1
tdc_hia_hou,classification,53,2,32,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,1,3,2,0.3333333333333333,1
tdc_hia_hou,classification,53,2,32,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,1,7,3,0.14285714285714285,1
tdc_hia_hou,classification,53,2,32,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,4,21,6,0.19047619047619047,1
tdc_hia_hou,classification,53,3,4,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,1,3,2,0.3333333333333333,1
tdc_hia_hou,classification,53,3,4,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,2,3,3,0.25,1
tdc_hia_hou,classification,53,3,4,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,3,3,3,0.5,1
tdc_hia_hou,classification,53,3,8,0.005,retrospective working threshold with sensitivity grid,0.015149563772330791,0,0,1,3,2,0.3333333333333333,1
tdc_hia_hou,classification,53,3,8,0.01,retrospective working threshold with sensitivity grid,0.010149563772330792,0,0,1,6,4,0.16666666666666666,1
tdc_hia_hou,classification,53,3,8,0.02,retrospective working threshold with sensitivity grid,0.00014956377233079146,0,1,5,7,7,0.7142857142857143,1
tdc_hia_hou,classification,53,3,16,0.005,retrospective working threshold with sensitivity grid,0.015149563772330791,0,0,3,3,3,0.5,0
tdc_hia_hou,classification,53,3,16,0.01,retrospective working threshold with sensitivity grid,0.010149563772330792,0,0,3,7,6,0.42857142857142855,1
tdc_hia_hou,classification,53,3,16,0.02,retrospective working threshold with sensitivity grid,0.00014956377233079146,0,0,8,13,12,0.6153846153846154,1
tdc_hia_hou,classification,53,3,32,0.005,retrospective working threshold with sensitivity grid,0.0396614042376402,0,0,1,3,3,0.0,0
tdc_hia_hou,classification,53,3,32,0.01,retrospective working threshold with sensitivity grid,0.0346614042376402,0,0,2,7,6,0.0,0
tdc_hia_hou,classification,53,3,32,0.02,retrospective working threshold with sensitivity grid,0.0246614042376402,0,0,8,21,16,0.16,0
tdc_hia_hou,classification,71,1,4,0.005,retrospective working threshold with sensitivity grid,0.015780322307039744,0,0,1,2,1,0.5,1
tdc_hia_hou,classification,71,1,4,0.01,retrospective working threshold with sensitivity grid,0.010780322307039744,0,0,2,3,2,0.6666666666666666,1
tdc_hia_hou,classification,71,1,4,0.02,retrospective working threshold with sensitivity grid,0.0007803223070397443,0,0,3,3,2,1.0,1
tdc_hia_hou,classification,71,1,8,0.005,retrospective working threshold with sensitivity grid,0.0,1,0,2,3,1,0.6666666666666666,1
tdc_hia_hou,classification,71,1,8,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,2,5,4,0.4,1
tdc_hia_hou,classification,71,1,8,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,6,7,6,0.8571428571428571,1
tdc_hia_hou,classification,71,1,16,0.005,retrospective working threshold with sensitivity grid,0.013235793044953151,0,0,2,3,1,0.25,0
tdc_hia_hou,classification,71,1,16,0.01,retrospective working threshold with sensitivity grid,0.008235793044953152,0,0,5,7,6,0.5,0
tdc_hia_hou,classification,71,1,16,0.02,retrospective working threshold with sensitivity grid,0.0,1,0,9,12,11,0.75,1
tdc_hia_hou,classification,71,1,32,0.005,retrospective working threshold with sensitivity grid,0.013235793044953151,0,0,2,3,2,0.25,0
tdc_hia_hou,classification,71,1,32,0.01,retrospective working threshold with sensitivity grid,0.008235793044953152,0,0,5,7,10,0.5,0
tdc_hia_hou,classification,71,1,32,0.02,retrospective working threshold with sensitivity grid,0.0,1,0,10,17,22,0.5882352941176471,1
tdc_hia_hou,classification,71,2,4,0.005,retrospective working threshold with sensitivity grid,0.03575460829493083,0,0,2,2,1,1.0,1
tdc_hia_hou,classification,71,2,4,0.01,retrospective working threshold with sensitivity grid,0.030754608294930826,0,0,2,3,1,0.6666666666666666,1
tdc_hia_hou,classification,71,2,4,0.02,retrospective working threshold with sensitivity grid,0.020754608294930827,0,0,3,3,1,1.0,1
tdc_hia_hou,classification,71,2,8,0.005,retrospective working threshold with sensitivity grid,0.03575460829493083,0,0,2,3,1,0.6666666666666666,1
tdc_hia_hou,classification,71,2,8,0.01,retrospective working threshold with sensitivity grid,0.030754608294930826,0,0,2,5,1,0.4,1
tdc_hia_hou,classification,71,2,8,0.02,retrospective working threshold with sensitivity grid,0.020754608294930827,0,0,3,7,1,0.42857142857142855,1
tdc_hia_hou,classification,71,2,16,0.005,retrospective working threshold with sensitivity grid,0.03575460829493083,0,0,2,3,3,0.0,0
tdc_hia_hou,classification,71,2,16,0.01,retrospective working threshold with sensitivity grid,0.030754608294930826,0,0,2,7,3,0.2857142857142857,1
tdc_hia_hou,classification,71,2,16,0.02,retrospective working threshold with sensitivity grid,0.020754608294930827,0,0,4,12,5,0.3333333333333333,1
tdc_hia_hou,classification,71,2,32,0.005,retrospective working threshold with sensitivity grid,0.03575460829493083,0,0,2,3,1,0.0,0
tdc_hia_hou,classification,71,2,32,0.01,retrospective working threshold with sensitivity grid,0.030754608294930826,0,0,2,7,1,0.2857142857142857,1
tdc_hia_hou,classification,71,2,32,0.02,retrospective working threshold with sensitivity grid,0.020754608294930827,0,0,4,17,2,0.23529411764705882,1
tdc_hia_hou,classification,71,3,4,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,1,2,1,0.5,1
tdc_hia_hou,classification,71,3,4,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,1,3,2,0.3333333333333333,1
tdc_hia_hou,classification,71,3,4,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,3,3,3,1.0,1
tdc_hia_hou,classification,71,3,8,0.005,retrospective working threshold with sensitivity grid,0.0,1,0,1,3,1,0.3333333333333333,1
tdc_hia_hou,classification,71,3,8,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,1,5,2,0.2,1
tdc_hia_hou,classification,71,3,8,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,3,7,6,0.42857142857142855,1
tdc_hia_hou,classification,71,3,16,0.005,retrospective working threshold with sensitivity grid,0.0,1,0,1,3,3,0.0,0
tdc_hia_hou,classification,71,3,16,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,1,7,7,0.14285714285714285,1
tdc_hia_hou,classification,71,3,16,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,3,12,12,0.25,1
tdc_hia_hou,classification,71,3,32,0.005,retrospective working threshold with sensitivity grid,0.0,1,0,1,3,2,0.0,0
tdc_hia_hou,classification,71,3,32,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,1,7,8,0.14285714285714285,1
tdc_hia_hou,classification,71,3,32,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,3,17,17,0.17647058823529413,1
tdc_hia_hou,classification,83,1,4,0.005,retrospective working threshold with sensitivity grid,0.00838742393509118,0,0,2,3,1,0.6666666666666666,1
tdc_hia_hou,classification,83,1,4,0.01,retrospective working threshold with sensitivity grid,0.0033874239350911804,0,1,3,3,2,1.0,1
tdc_hia_hou,classification,83,1,4,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,3,3,3,1.0,1
tdc_hia_hou,classification,83,1,8,0.005,retrospective working threshold with sensitivity grid,0.00838742393509118,0,0,2,3,3,0.25,1
tdc_hia_hou,classification,83,1,8,0.01,retrospective working threshold with sensitivity grid,0.0033874239350911804,0,0,4,6,4,0.6666666666666666,1
tdc_hia_hou,classification,83,1,8,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,5,7,7,0.7142857142857143,1
tdc_hia_hou,classification,83,1,16,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,1,3,5,0.3333333333333333,1
tdc_hia_hou,classification,83,1,16,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,3,6,6,0.2857142857142857,1
tdc_hia_hou,classification,83,1,16,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,6,12,12,0.5,1
tdc_hia_hou,classification,83,1,32,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,1,3,6,0.3333333333333333,1
tdc_hia_hou,classification,83,1,32,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,3,6,12,0.2857142857142857,1
tdc_hia_hou,classification,83,1,32,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,6,19,22,0.3157894736842105,1
tdc_hia_hou,classification,83,2,4,0.005,retrospective working threshold with sensitivity grid,0.0,1,0,3,3,1,1.0,1
tdc_hia_hou,classification,83,2,4,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,3,3,2,1.0,1
tdc_hia_hou,classification,83,2,4,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,3,3,3,1.0,1
tdc_hia_hou,classification,83,2,8,0.005,retrospective working threshold with sensitivity grid,0.0,1,0,3,3,1,0.5,1
tdc_hia_hou,classification,83,2,8,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,3,6,2,0.5,1
tdc_hia_hou,classification,83,2,8,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,4,7,4,0.5714285714285714,1
tdc_hia_hou,classification,83,2,16,0.005,retrospective working threshold with sensitivity grid,0.0,1,0,3,3,1,0.0,0
tdc_hia_hou,classification,83,2,16,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,3,6,2,0.125,0
tdc_hia_hou,classification,83,2,16,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,4,12,6,0.3333333333333333,1
tdc_hia_hou,classification,83,2,32,0.005,retrospective working threshold with sensitivity grid,0.0,1,0,3,3,2,0.0,0
tdc_hia_hou,classification,83,2,32,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,3,6,3,0.125,0
tdc_hia_hou,classification,83,2,32,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,4,19,6,0.21052631578947367,1
tdc_hia_hou,classification,83,3,4,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,1,3,1,0.3333333333333333,1
tdc_hia_hou,classification,83,3,4,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,1,3,1,0.3333333333333333,1
tdc_hia_hou,classification,83,3,4,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,2,3,2,0.6666666666666666,1
tdc_hia_hou,classification,83,3,8,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,1,3,1,0.3333333333333333,1
tdc_hia_hou,classification,83,3,8,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,1,6,1,0.16666666666666666,1
tdc_hia_hou,classification,83,3,8,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,2,7,3,0.2857142857142857,1
tdc_hia_hou,classification,83,3,16,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,1,3,3,0.0,0
tdc_hia_hou,classification,83,3,16,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,1,6,3,0.16666666666666666,1
tdc_hia_hou,classification,83,3,16,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,4,12,7,0.3333333333333333,1
tdc_hia_hou,classification,83,3,32,0.005,retrospective working threshold with sensitivity grid,0.022455357142857183,0,0,2,3,3,0.0,0
tdc_hia_hou,classification,83,3,32,0.01,retrospective working threshold with sensitivity grid,0.017455357142857182,0,0,5,6,3,0.1,0
tdc_hia_hou,classification,83,3,32,0.02,retrospective working threshold with sensitivity grid,0.007455357142857184,0,0,7,19,7,0.13043478260869565,1
tdc_hia_hou,classification,97,1,4,0.005,retrospective working threshold with sensitivity grid,0.028333333333333214,0,1,1,2,2,0.5,1
tdc_hia_hou,classification,97,1,4,0.01,retrospective working threshold with sensitivity grid,0.023333333333333213,0,1,1,3,2,0.3333333333333333,1
tdc_hia_hou,classification,97,1,4,0.02,retrospective working threshold with sensitivity grid,0.013333333333333214,0,1,2,3,4,0.6666666666666666,1
tdc_hia_hou,classification,97,1,8,0.005,retrospective working threshold with sensitivity grid,0.009009661835748809,0,1,1,4,1,0.25,1
tdc_hia_hou,classification,97,1,8,0.01,retrospective working threshold with sensitivity grid,0.00400966183574881,0,1,2,6,1,0.3333333333333333,1
tdc_hia_hou,classification,97,1,8,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,4,7,3,0.5714285714285714,1
tdc_hia_hou,classification,97,1,16,0.005,retrospective working threshold with sensitivity grid,0.0364251207729468,0,0,3,3,2,0.2,0
tdc_hia_hou,classification,97,1,16,0.01,retrospective working threshold with sensitivity grid,0.0314251207729468,0,0,4,7,3,0.2222222222222222,0
tdc_hia_hou,classification,97,1,16,0.02,retrospective working threshold with sensitivity grid,0.0214251207729468,0,0,7,12,6,0.5833333333333334,1
tdc_hia_hou,classification,97,1,32,0.005,retrospective working threshold with sensitivity grid,0.0364251207729468,0,0,3,3,2,0.2,0
tdc_hia_hou,classification,97,1,32,0.01,retrospective working threshold with sensitivity grid,0.0314251207729468,0,0,4,7,3,0.2222222222222222,0
tdc_hia_hou,classification,97,1,32,0.02,retrospective working threshold with sensitivity grid,0.0214251207729468,0,0,7,19,6,0.3684210526315789,1
tdc_hia_hou,classification,97,2,4,0.005,retrospective working threshold with sensitivity grid,0.003024691358024749,0,1,1,2,1,0.5,1
tdc_hia_hou,classification,97,2,4,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,1,3,2,0.3333333333333333,1
tdc_hia_hou,classification,97,2,4,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,2,3,3,0.6666666666666666,1
tdc_hia_hou,classification,97,2,8,0.005,retrospective working threshold with sensitivity grid,0.008888888888888839,0,0,4,4,2,0.6,1
tdc_hia_hou,classification,97,2,8,0.01,retrospective working threshold with sensitivity grid,0.0038888888888888393,0,1,4,6,5,0.6666666666666666,1
tdc_hia_hou,classification,97,2,8,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,6,7,7,0.8571428571428571,1
tdc_hia_hou,classification,97,2,16,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,3,3,2,1.0,1
tdc_hia_hou,classification,97,2,16,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,3,7,4,0.42857142857142855,1
tdc_hia_hou,classification,97,2,16,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,5,12,9,0.4166666666666667,1
tdc_hia_hou,classification,97,2,32,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,3,3,2,1.0,1
tdc_hia_hou,classification,97,2,32,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,3,7,4,0.42857142857142855,1
tdc_hia_hou,classification,97,2,32,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,5,19,9,0.2631578947368421,1
tdc_hia_hou,classification,97,3,4,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,2,2,2,0.3333333333333333,1
tdc_hia_hou,classification,97,3,4,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,3,3,2,1.0,1
tdc_hia_hou,classification,97,3,4,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,3,3,2,1.0,1
tdc_hia_hou,classification,97,3,8,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,2,4,2,0.2,1
tdc_hia_hou,classification,97,3,8,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,3,6,2,0.5,1
tdc_hia_hou,classification,97,3,8,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,3,7,2,0.42857142857142855,1
tdc_hia_hou,classification,97,3,16,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,2,3,2,0.0,0
tdc_hia_hou,classification,97,3,16,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,3,7,2,0.25,1
tdc_hia_hou,classification,97,3,16,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,4,12,2,0.3333333333333333,1
tdc_hia_hou,classification,97,3,32,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,2,3,3,0.0,0
tdc_hia_hou,classification,97,3,32,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,3,7,3,0.25,1
tdc_hia_hou,classification,97,3,32,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,6,19,3,0.25,1
tdc_hia_hou,classification,113,1,4,0.005,retrospective working threshold with sensitivity grid,0.0034801043705154954,0,1,2,3,2,0.6666666666666666,1
tdc_hia_hou,classification,113,1,4,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,3,3,2,1.0,1
tdc_hia_hou,classification,113,1,4,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,3,3,3,1.0,1
tdc_hia_hou,classification,113,1,8,0.005,retrospective working threshold with sensitivity grid,0.0034801043705154954,0,1,2,3,2,0.6666666666666666,1
tdc_hia_hou,classification,113,1,8,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,3,5,3,0.6,1
tdc_hia_hou,classification,113,1,8,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,5,7,7,0.7142857142857143,1
tdc_hia_hou,classification,113,1,16,0.005,retrospective working threshold with sensitivity grid,0.0034801043705154954,0,0,2,3,1,0.0,0
tdc_hia_hou,classification,113,1,16,0.01,retrospective working threshold with sensitivity grid,0.0,1,0,4,6,5,0.25,1
tdc_hia_hou,classification,113,1,16,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,6,11,7,0.4166666666666667,1
tdc_hia_hou,classification,113,1,32,0.005,retrospective working threshold with sensitivity grid,0.0034801043705154954,0,0,2,3,1,0.0,0
tdc_hia_hou,classification,113,1,32,0.01,retrospective working threshold with sensitivity grid,0.0,1,0,4,6,6,0.25,1
tdc_hia_hou,classification,113,1,32,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,9,18,16,0.42105263157894735,1
tdc_hia_hou,classification,113,2,4,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,1,3,2,0.3333333333333333,1
tdc_hia_hou,classification,113,2,4,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,1,3,3,0.3333333333333333,1
tdc_hia_hou,classification,113,2,4,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,2,3,3,0.6666666666666666,1
tdc_hia_hou,classification,113,2,8,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,3,3,2,0.5,1
tdc_hia_hou,classification,113,2,8,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,5,5,3,0.42857142857142855,1
tdc_hia_hou,classification,113,2,8,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,6,7,5,0.8571428571428571,1
tdc_hia_hou,classification,113,2,16,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,3,3,2,0.0,0
tdc_hia_hou,classification,113,2,16,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,7,6,3,0.4444444444444444,1
tdc_hia_hou,classification,113,2,16,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,8,11,5,0.46153846153846156,1
tdc_hia_hou,classification,113,2,32,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,3,3,2,0.0,0
tdc_hia_hou,classification,113,2,32,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,7,6,3,0.4444444444444444,1
tdc_hia_hou,classification,113,2,32,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,8,18,5,0.3,1
tdc_hia_hou,classification,113,3,4,0.005,retrospective working threshold with sensitivity grid,0.029304511278195448,0,0,1,3,2,0.3333333333333333,1
tdc_hia_hou,classification,113,3,4,0.01,retrospective working threshold with sensitivity grid,0.024304511278195447,0,1,1,3,3,0.3333333333333333,1
tdc_hia_hou,classification,113,3,4,0.02,retrospective working threshold with sensitivity grid,0.014304511278195448,0,1,2,3,3,0.6666666666666666,1
tdc_hia_hou,classification,113,3,8,0.005,retrospective working threshold with sensitivity grid,0.029304511278195448,0,0,1,3,3,0.3333333333333333,1
tdc_hia_hou,classification,113,3,8,0.01,retrospective working threshold with sensitivity grid,0.024304511278195447,0,0,1,5,3,0.2,1
tdc_hia_hou,classification,113,3,8,0.02,retrospective working threshold with sensitivity grid,0.014304511278195448,0,0,2,7,3,0.2857142857142857,1
tdc_hia_hou,classification,113,3,16,0.005,retrospective working threshold with sensitivity grid,0.01802631578947367,0,0,1,3,2,0.0,0
tdc_hia_hou,classification,113,3,16,0.01,retrospective working threshold with sensitivity grid,0.013026315789473672,0,0,2,6,2,0.3333333333333333,1
tdc_hia_hou,classification,113,3,16,0.02,retrospective working threshold with sensitivity grid,0.003026315789473672,0,0,3,11,7,0.2727272727272727,1
tdc_hia_hou,classification,113,3,32,0.005,retrospective working threshold with sensitivity grid,0.01802631578947367,0,0,1,3,2,0.0,0
tdc_hia_hou,classification,113,3,32,0.01,retrospective working threshold with sensitivity grid,0.013026315789473672,0,0,3,6,2,0.2857142857142857,1
tdc_hia_hou,classification,113,3,32,0.02,retrospective working threshold with sensitivity grid,0.003026315789473672,0,0,6,18,8,0.2631578947368421,1
tdc_hia_hou,classification,127,1,4,0.005,retrospective working threshold with sensitivity grid,0.005638297872340385,0,1,2,2,2,1.0,1
tdc_hia_hou,classification,127,1,4,0.01,retrospective working threshold with sensitivity grid,0.0006382978723403852,0,1,2,3,3,0.6666666666666666,1
tdc_hia_hou,classification,127,1,4,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,3,3,3,1.0,1
tdc_hia_hou,classification,127,1,8,0.005,retrospective working threshold with sensitivity grid,0.0006146572104019964,0,1,1,3,1,0.3333333333333333,1
tdc_hia_hou,classification,127,1,8,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,4,5,3,0.2857142857142857,1
tdc_hia_hou,classification,127,1,8,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,6,7,6,0.8571428571428571,1
tdc_hia_hou,classification,127,1,16,0.005,retrospective working threshold with sensitivity grid,0.0006146572104019964,0,0,1,3,1,0.0,0
tdc_hia_hou,classification,127,1,16,0.01,retrospective working threshold with sensitivity grid,0.0,1,0,4,6,1,0.1111111111111111,1
tdc_hia_hou,classification,127,1,16,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,7,12,5,0.46153846153846156,1
tdc_hia_hou,classification,127,1,32,0.005,retrospective working threshold with sensitivity grid,0.0006146572104019964,0,0,1,3,1,0.0,0
tdc_hia_hou,classification,127,1,32,0.01,retrospective working threshold with sensitivity grid,0.0,1,0,4,6,3,0.1111111111111111,1
tdc_hia_hou,classification,127,1,32,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,7,16,11,0.35294117647058826,1
tdc_hia_hou,classification,127,2,4,0.005,retrospective working threshold with sensitivity grid,0.00343537414965978,0,0,2,2,1,1.0,1
tdc_hia_hou,classification,127,2,4,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,3,3,2,1.0,1
tdc_hia_hou,classification,127,2,4,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,3,3,3,1.0,1
tdc_hia_hou,classification,127,2,8,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,4,3,2,0.4,0
tdc_hia_hou,classification,127,2,8,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,5,5,3,0.6666666666666666,1
tdc_hia_hou,classification,127,2,8,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,5,7,6,0.7142857142857143,1
tdc_hia_hou,classification,127,2,16,0.005,retrospective working threshold with sensitivity grid,0.0,1,0,4,3,2,0.0,0
tdc_hia_hou,classification,127,2,16,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,5,6,4,0.2222222222222222,0
tdc_hia_hou,classification,127,2,16,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,7,12,10,0.5833333333333334,1
tdc_hia_hou,classification,127,2,32,0.005,retrospective working threshold with sensitivity grid,0.0,1,0,4,3,2,0.0,0
tdc_hia_hou,classification,127,2,32,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,6,6,5,0.2,0
tdc_hia_hou,classification,127,2,32,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,13,16,12,0.45,1
tdc_hia_hou,classification,127,3,4,0.005,retrospective working threshold with sensitivity grid,0.017446324007807438,0,0,1,2,2,0.5,1
